"","Id.Latido","Registro","Error","Time","Position","Frecuency","Channels","Order","C1_Position","C1_Error","C1_ErrorRMSE","C1_ErrorNRMSD","C1_ErrorAbsMax","C1_MDL","C1_FSS","C1_ESC","C1_VAR","C1_BIC","C1_AIC","C1_Sigma","C1_H0","C1_H1","C1_H2","C1_H3","C2_Position","C2_Error","C2_ErrorRMSE","C2_ErrorNRMSD","C2_ErrorAbsMax","C2_MDL","C2_FSS","C2_ESC","C2_VAR","C2_BIC","C2_AIC","C2_Sigma","C2_H0","C2_H1","C2_H2","C2_H3","Type","RR1","RR2"
"3955",1681,101,0.19970822,99414656,584307,360,2,4,584307,0.013498908,7.322447,0.022055563,21,75.781334,7721.0244,571974,44.474823,357.98593,347.5117,4.3200006,731.52496,19.58439,-130.80861,107.84161,584307,0.18620932,1.8574297,0.0640493,6.012122,59.56692,496.8065,2668,3.0749319,160.45381,149.97957,5.400001,-8.725196,17.654709,35.18223,23.357779,1,357,25
"3956",1682,101,0.12123536,99324715,584682,360,2,4,584682,0.004855057,4.9510145,0.014025537,14.515654,59.389633,3529.8064,727037,24.229422,301.63126,291.157,4.3200006,833.99475,33.17573,-62.85696,151.3549,584682,0.116380304,1.4870191,0.06195913,4.074418,53.66362,318.4165,2736,2.121243,128.42531,117.95107,6.1200013,11.735097,-22.07828,42.12587,4.2228465,1,375,0
"3957",1683,101,0.22000265,98906286,585061,360,2,4,585061,0.006307907,5.4777427,0.015561769,17,65.30575,4320.8154,684984,27.567375,316.18973,305.71548,4.3200006,808.0766,-8.633665,-79.04919,146.12428,585061,0.21369475,2.7294023,0.10917609,9.302632,48.80896,1072.7477,5020,7.4131527,215.87253,205.39828,9.360001,-58.227047,15.202769,-4.3919473,17.505692,1,379,0
"3958",1684,101,0.15523648,99323020,585417,360,2,4,585417,0.0052032983,4.600912,0.013734066,14,75.816246,3048.2483,585830,17.855955,291.0706,280.59634,3.9600005,750.2795,-40.225536,-61.199432,120.41125,585417,0.15003319,1.0115054,0.059500314,3.592549,49.000313,147.3326,982,1.0298744,72.93724,62.463,3.9600005,-4.8030977,-7.3016524,27.5367,-0.11717584,1,356,10
"3959",1685,101,0.3936411,130435954,585760,360,2,4,585760,0.0016123118,2.7941437,0.007915421,11.660346,60.70478,1124.2424,697286,7.861802,219.25363,208.77939,4.3200006,819.2148,-28.526749,-92.91046,124.9105,585760,0.3920288,2.3893344,0.099555604,11.007222,48.494476,822.0844,2097,5.553608,196.71605,186.2418,7.920002,-6.6690907,-5.244297,31.742798,-13.976082,1,343,18
"3960",1686,101,0.23740257,99600176,586108,360,2,4,586108,0.0026813915,3.657786,0.010332729,12,69.184906,1926.6334,718520,12.088686,258.03748,247.56325,4.3200006,828.54913,-62.058083,-50.426537,153.96695,586108,0.23472118,3.5574408,0.13682464,13.124194,51.45245,1822.3752,7764,12.735884,248.15306,237.67882,17.279997,-65.72152,31.603546,-15.65008,-19.457375,1,348,18
"3961",1687,101,0.14909449,99081462,586479,360,2,4,586479,0.005336296,4.8629875,0.014387537,13.714472,59.20633,3405.4053,638159,23.359995,299.04794,288.5737,4.3200006,779.6323,62.551205,-95.134926,118.16919,586479,0.1437582,1.5014021,0.057746235,4.8851395,50.65502,324.606,2258,2.2251346,129.81145,119.337204,5.400001,-8.245618,-25.554205,34.80913,-0.84309375,1,371,0
"3962",1688,101,0.3064355,99375394,586853,360,2,4,586853,0.009349866,6.2044463,0.018576186,19.00001,72.74193,5543.302,592875,32.861732,334.12827,323.65402,4.3200006,749.3757,-25.639967,-97.90161,124.60254,586853,0.29708564,3.7176166,0.14870466,14.548639,48.68817,1990.1768,6699,13.913767,257.4763,247.00206,18.359999,-61.73326,25.365902,-6.2629595,-14.66789,1,374,0
"3963",1689,101,0.13441174,99274364,587219,360,2,4,587219,0.0059527056,5.0045657,0.015028726,16.08875,60.6475,3606.5776,605872,24.233372,303.18042,292.70618,3.9600005,762.557,48.24444,-54.53704,124.38069,587219,0.12845904,1.3049805,0.052199222,4.3895874,51.772175,245.22829,1909,1.6648022,109.62102,99.146774,5.040001,-2.381045,-25.339993,31.768639,2.5963137,1,366,12
"3964",1690,101,0.30600104,99177579,587589,360,2,4,587589,0.012814863,6.584167,0.020835971,18,82.56199,6242.581,487136,34.48696,342.6821,332.20786,3.9600005,677.9156,25.296452,-106.241646,96.93638,587589,0.2931862,2.8825297,0.11086653,9.017281,47.698387,1196.4928,4081,8.273849,223.73816,213.26392,7.560002,-50.20132,11.268905,1.8309258,15.296863,1,370,0
"3965",1691,101,0.22820637,99870100,587925,360,2,4,587925,0.01668502,8.244393,0.023896793,24,80.18976,9787.683,586615,54.61652,375.0627,364.58847,4.3200006,735.53,-40.35873,-140.11829,120.66845,587925,0.21152134,1.8328584,0.07331434,4.1265697,70.04715,483.7493,2287,2.754862,158.53618,148.06194,5.040001,-5.212123,22.246037,31.031832,17.83883,1,336,42
"3966",1692,101,0.18832473,99448021,588269,360,2,4,588269,0.0060715,5.166067,0.01484502,13.129187,66.47729,3843.1077,632975,24.26484,307.754,297.27975,3.9600005,777.6508,62.311832,-83.34255,116.45723,588269,0.18225324,1.6560973,0.07200423,6.999998,52.56909,394.94278,2167,2.6244845,143.93271,133.45847,6.1200013,-3.5140398,-16.887825,37.705456,-7.266926,1,344,7
"3967",1693,101,0.35191885,99679329,588628,360,2,4,588628,0.010661645,6.79823,0.019591441,19,78.34616,6655.0947,624209,37.834545,347.2893,336.81506,3.9600005,770.9116,39.32392,-80.77902,123.19709,588628,0.3412572,3.7664137,0.15065655,14.624208,48.878582,2042.7656,5986,14.285065,258.06357,247.58932,16.919996,-55.402946,19.913311,-8.146079,-20.269266,1,359,5
"3968",1694,101,0.123600125,98961999,589007,360,2,4,589007,0.010487152,6.562003,0.02019078,19.000353,76.53657,6200.623,591259,35.688362,342.19653,331.7223,4.3200006,751.35077,8.099737,-98.94086,103.32285,589007,0.11311297,1.5243126,0.04763477,6.0874925,51.949852,334.58817,2958,2.2765155,131.9922,121.51796,4.680001,-23.344465,-34.629204,29.509514,2.9077153,1,379,0
"3969",1695,101,0.35022116,98971630,589371,360,2,4,589371,0.0050844457,4.7531962,0.013697972,14,72.45086,3253.374,639868,19.566256,295.7596,285.28537,3.9600005,786.0813,-37.31596,-72.90045,109.46993,589371,0.3451367,2.5244892,0.10518705,8.146753,48.83355,917.7185,2659,6.4064417,200.36328,189.88904,14.399996,-13.438397,3.9330235,39.228523,-2.5188737,1,364,7
"3970",1696,101,0.048105814,122061162,589727,360,2,4,589727,0.0052445964,4.9258256,0.01395418,14,73.873276,3493.9814,666206,20.764542,300.89676,290.42252,4.3200006,795.5681,-38.614307,-92.67409,140.37094,589727,0.042861216,0.92409426,0.036963772,2.9565284,61.15693,122.96883,2869,0.77894515,59.922394,49.448154,5.400001,15.351294,22.867838,42.343555,13.944677,1,356,5
"3971",1697,101,0.34167007,99206401,590080,360,2,4,590080,0.003546985,4.0827723,0.011665064,12.000176,83.59356,2400.3406,676727,13.435103,273.86572,263.39148,4.3200006,800.7138,-70.50482,-54.849632,158.75932,590080,0.33812308,3.1597505,0.121528864,10.362351,47.259018,1437.6993,4252,10.046733,235.88078,225.40654,12.5999975,14.376239,-4.9454427,50.324154,-7.116632,1,353,6
"3972",1698,101,0.09882667,99703798,590436,360,2,4,590436,0.019401455,8.294633,0.025288515,22.000004,92.94893,9907.334,510649,51.66582,375.93756,365.46332,3.9600005,689.4879,-38.619274,-107.95971,110.46034,590436,0.079425216,0.89120823,0.040509466,3.6901414,55.098476,114.372314,1440,0.7586843,54.70442,44.23018,4.3200006,-19.599197,-4.2384543,30.211296,3.2882524,1,356,0
"3973",1699,101,0.06635379,99198166,590788,360,2,4,590788,0.013433021,7.7695103,0.022135356,22,76.19546,8692.602,647107,49.934093,366.51974,356.0455,4.3200006,778.8945,39.5238,-131.65544,113.324554,590788,0.05292077,0.8010395,0.030809212,3,53.523346,92.399666,1746,0.63246554,39.34425,28.870008,4.3200006,-31.179743,-0.4451959,19.958582,16.819057,1,352,22
"3974",1700,101,0.10472896,99346957,591158,360,2,4,591158,0.0063975668,5.4534984,0.015716134,15,61.0456,4282.653,669419,28.58393,315.55096,305.07675,4.3200006,796.0788,77.46057,-92.7561,129.5802,591158,0.09833139,1.1175622,0.044702485,3.091228,68.0689,179.84811,1829,1.0546927,87.29549,76.82124,5.400001,-3.2758715,3.2190053,36.42199,17.363674,1,370,0
"3975",1701,101,0.34389073,99728964,591531,360,2,4,591531,0.003441988,3.9691825,0.011504876,12,79.659134,2268.635,659106,13.028797,269.80258,259.32834,4.3200006,792.07715,-68.10107,-64.32487,143.79138,591531,0.34044874,2.8753614,0.115014456,11.889845,47.747543,1190.5492,3497,8.319506,220.8242,210.34996,13.319997,22.34311,13.771742,39.226414,8.880578,1,373,0
"3976",1702,101,0.08262041,99127287,591870,360,2,4,591870,0.0020146084,3.020609,0.008484856,9,87.298386,1313.8672,652170,7.254718,230.47594,220.0017,4.3200006,785.328,-37.248028,-90.96583,156.37814,591870,0.080605805,0.90433013,0.036173206,3.0002625,67.36345,117.765076,1461,0.69711095,56.809177,46.334938,3.9600005,-22.520182,9.511514,25.045822,10.877234,1,339,26
"3977",1703,101,0.10763498,99622575,592201,360,2,4,592201,0.010640998,7.148204,0.019746419,22,78.82097,7357.942,691471,41.70328,354.5179,344.04367,4.3200006,806.8125,-27.550058,-90.42326,155.66414,592201,0.096993975,1.0018075,0.04174198,3,78.40967,144.52103,1490,0.79329306,71.54997,61.075733,3.9600005,-26.327518,5.5965214,23.304848,8.826317,1,331,9
"3978",1704,101,0.16493845,99014158,592533,360,2,4,592533,0.0046678944,4.7078285,0.013187195,15,69.79164,3191.5654,683727,19.664833,294.37857,283.90433,4.3200006,805.72876,19.847376,-104.90976,141.1976,592533,0.16027056,1.2361777,0.053746857,3.0006938,67.24066,220.05147,1373,1.2850964,101.821396,91.34715,4.3200006,-19.334826,6.0780787,24.711853,11.4671,1,332,0
"3979",1705,101,0.34351632,98881145,592861,360,2,4,592861,0.009117407,6.0968366,0.018419446,20,71.82806,5352.6836,587084,31.973927,331.6088,321.13455,4.3200006,745.0565,58.837917,-121.57299,91.54392,592861,0.33439893,2.0182083,0.087748185,5,73.70504,586.5357,1754,3.235051,172.40819,161.93394,5.040001,-9.2559395,1.8102242,31.965136,7.5329165,1,328,20
"3980",1706,101,0.03668294,99324238,593205,360,2,4,593205,0.0019029033,3.2036006,0.008898891,9.807007,60.74747,1477.8804,776645,10.272614,238.94559,228.47134,4.680001,861.9866,-12.396267,-78.38302,160.77542,593205,0.034780037,0.515208,0.023418546,2.0136464,53.33556,38.22326,1099,0.2659231,-24.208647,-34.682884,4.3200006,-18.200212,5.865603,24.902206,8.660481,1,344,0
"3981",1707,101,0.14632274,146267195,593543,360,2,4,593543,0.006780186,5.5569377,0.015786754,16,72.06501,4446.6562,655831,26.669548,318.2567,307.78247,4.3200006,786.68,10.681234,-99.60885,149.94377,593543,0.13954255,0.9364754,0.05202641,3,56.979576,126.28601,905,0.8075549,61.838917,51.36468,4.3200006,-7.355547,2.9429781,26.141897,5.7052608,1,338,2
"3982",1708,101,0.107514955,99656304,593877,360,2,4,593877,0.005858036,5.178925,0.014754772,13.000029,70.59589,3862.2617,659310,23.517124,308.11197,297.63773,3.9600005,795.5646,19.948305,-65.90566,133.35419,593877,0.10165692,0.8662712,0.04125101,2.0096412,66.56699,108.06131,1063,0.6404435,50.61768,40.14344,4.3200006,-9.649693,-1.8799345,27.483662,10.145757,1,334,8
"3983",1709,101,0.14170827,99303025,594215,360,2,4,594215,0.010720795,6.306651,0.019345555,17.0001,84.47075,5727.4346,534236,31.381208,336.48102,326.00677,3.9600005,711.98987,26.621578,-86.46277,115.73442,594215,0.13098748,1.1877897,0.049491238,4.997861,63.87719,203.16159,1551,1.2229341,96.07149,85.597244,4.3200006,-20.206976,0.7996182,29.727161,7.4278655,1,338,0
"3984",1710,101,0.24368624,99767704,594551,360,2,4,594551,0.011244746,6.8151956,0.019869374,21,83.42564,6688.3525,594798,36.83715,347.64822,337.17398,3.9600005,751.83594,20.50807,-90.82092,119.09375,594551,0.2324415,1.231798,0.068433225,4.0003066,65.62044,218.49501,940,1.2803454,101.31032,90.836075,4.3200006,-11.973354,3.349916,22.930666,6.411422,1,336,20
"3985",1711,101,0.052728634,99446050,594905,360,2,4,594905,0.0055452744,4.9872975,0.014414155,16,78.34939,3581.7314,645907,20.585815,302.68268,292.20844,4.3200006,783.7568,-35.322063,-79.1399,143.31757,594905,0.04718336,0.65989625,0.028691141,2.0000122,65.540985,62.706688,1329,0.38096142,11.433072,0.95883244,3.9600005,-26.911287,5.3953457,21.232859,7.8824043,1,354,0
"3986",1712,101,0.11026197,99452208,595263,360,2,4,595263,0.0023097033,3.464259,0.009238023,9.000045,71.454,1728.1569,748216,10.6576805,250.20975,239.7355,4.3200006,843.8663,3.5802662,-100.780304,155.58992,595263,0.10795227,0.73468447,0.040815804,2.09914,53.892326,77.72563,720,0.51769656,26.892693,16.418453,3.9600005,-12.592351,-3.6087074,20.475657,7.171597,1,358,12
"3987",1713,101,0.049158007,99672169,595637,360,2,4,595637,0.0030846973,4.0982094,0.01132102,13.712704,59.13268,2418.5261,784040,16.900663,274.40915,263.9349,4.3200006,866.5303,33.069447,-43.084694,166.7239,595637,0.04607331,0.70897603,0.030825045,2.9062705,54.04756,72.38117,1571,0.4944651,21.763498,11.28926,3.9600005,-34.125656,-3.5905118,14.48641,10.550399,1,374,0
"3988",1714,101,0.086877346,99202459,596014,360,2,4,596014,0.009068793,6.447389,0.018473895,18.000002,71.86938,5985.911,660056,35.748535,339.65918,329.18494,3.9600005,793.47906,50.054596,-58.204082,136.26454,596014,0.07780855,0.770604,0.035027456,3,66.957504,85.5116,1099,0.5081393,33.76631,23.292072,4.3200006,-13.977781,3.79594,26.268063,10.662533,1,377,0
"3989",1715,101,0.07407079,98900383,596367,360,2,4,596367,0.019456059,8.738987,0.025702903,24,92.8163,10997.265,565236,57.3818,383.4523,372.97806,3.9600005,726.78,21.556627,-97.760345,126.52103,596367,0.05461473,0.7128958,0.032404356,2,54.437706,73.18374,1340,0.49490216,22.557447,12.083208,3.9600005,-28.678013,2.3493445,19.178019,8.430428,1,353,21
"3990",1716,101,0.04607534,98933069,596717,360,2,4,596717,0.0075817043,5.7725496,0.016587786,16.000006,72.40155,4798.415,632894,28.639042,323.7383,313.26407,3.9600005,777.215,30.302155,-73.91431,132.85587,596717,0.038493637,0.6033951,0.025141463,2.0990708,53.538963,52.428333,1362,0.36256734,-1.4564353,-11.930675,4.3200006,-16.923416,10.455023,27.239439,13.110119,1,350,15
"3991",1717,101,0.050894294,135606915,597079,360,2,4,597079,0.0062690256,5.2998133,0.01549653,18,69.27787,4044.675,645184,24.871944,311.43463,300.9604,4.3200006,784.21564,-5.624426,-73.64869,143.83847,597079,0.044625267,0.66406655,0.030184843,1.9994276,54.529076,63.501755,1423,0.43170494,12.340231,1.8659916,3.9600005,-32.272934,3.830714,15.805069,7.3131084,1,362,13
"3992",1718,101,0.052729227,99126194,597466,360,2,4,597466,0.0048748013,4.7281494,0.013988608,16,68.48248,3219.1772,660371,20.05023,294.9988,284.52457,4.3200006,795.5,-33.700386,-45.13757,145.4594,597466,0.047854427,0.81198996,0.030073702,3,72.58987,94.943184,1984,0.5466658,41.299435,30.825193,4.3200006,-32.13764,4.48002,28.413324,5.3703856,1,387,0
"3993",1719,101,0.038219854,99159038,597837,360,2,4,597837,0.007251472,5.8237047,0.016734784,18,65.986755,4883.8374,673496,30.847858,325.0088,314.53458,4.3200006,799.85516,57.90123,-90.06182,131.83427,597837,0.030968383,0.58751035,0.022596551,1.9943498,56.471725,49.704254,1605,0.33393237,-5.29811,-15.772349,4.3200006,-27.451138,1.1523188,25.004274,13.235911,1,371,14
"3994",1720,101,0.074659936,99664658,598206,360,2,4,598206,0.0065360274,5.3619733,0.0155871315,16.000011,72.32056,4140.1094,633429,24.79845,313.11374,302.6395,4.3200006,774.60474,-40.380203,-69.321335,151.1299,598206,0.06812391,0.80064166,0.034810506,3,69.75522,92.30789,1355,0.53862745,39.272705,28.798464,4.3200006,-23.68351,7.8264966,24.851381,4.7893972,1,369,0
"3995",1721,101,0.041134108,99173538,598572,360,2,4,598572,0.0067825904,5.188132,0.015626904,14.00043,75.16311,3876.0063,571464,22.702028,308.36774,297.8935,4.3200006,732.5655,46.248943,-115.51713,124.30965,598572,0.034351517,0.58263177,0.02330527,2,55.05024,48.88221,1423,0.33296266,-6.4988594,-16.9731,4.3200006,-23.233873,0.58373934,27.612015,8.458186,1,366,0
"3996",1722,101,0.44710004,99797489,598911,360,2,4,598911,0.0030935525,3.8061452,0.010514213,12,75.317184,2086.0908,674335,12.386259,263.76276,253.28853,4.3200006,799.41516,-27.309124,-108.57095,143.70459,598911,0.4440065,2.3255637,0.122398086,7,75.207375,778.7874,1754,4.2325954,192.82051,182.34627,4.680001,-0.15563013,4.010503,30.748116,3.6956644,1,339,35
"3997",1723,101,0.12069818,99288953,599258,360,2,4,599258,0.008763605,6.07931,0.017933067,18.000044,76.589134,5321.953,607279,30.715643,331.19424,320.72,4.3200006,756.57855,0.9214486,-83.065346,150.48344,599258,0.11193457,1.0091054,0.04387415,3.5766404,70.72516,146.6343,1310,0.841807,72.59518,62.120934,4.3200006,-14.888382,7.1503525,27.745075,10.990217,1,347,12
"3998",1724,101,0.18335003,99218812,599625,360,2,4,599625,0.012095912,6.981931,0.021093449,20,76.07763,7019.6206,580330,40.42942,351.1288,340.65457,3.9600005,743.9516,16.479616,-65.34199,123.71421,599625,0.17125411,1.3271401,0.057701744,4.0000997,76.65112,253.62733,1481,1.3931473,112.04572,101.57148,3.9600005,-25.200846,3.307233,22.989588,7.2685227,1,367,0
"3999",1725,101,0.094229005,99462862,599989,360,2,4,599989,0.006678058,5.5248413,0.01587598,17.000034,62.90248,4395.4375,658191,28.704832,317.42258,306.94833,4.3200006,789.9032,66.52363,-101.75055,122.7604,599989,0.087550946,1.020237,0.046374407,2.9999804,57.1101,149.88722,1712,0.97009254,74.174965,63.70072,4.680001,-32.014675,2.3804224,15.448756,17.112648,1,364,0
"4000",1726,101,0.06956416,99138002,600348,360,2,4,600348,0.014864416,7.7043576,0.022396388,21,94.377396,8547.426,575026,44.42774,365.30713,354.8329,4.3200006,728.89453,-43.45855,-107.792755,147.25317,600348,0.054699745,0.64523315,0.02932878,2.000035,57.94251,59.95092,1096,0.3897715,8.197259,-2.2769804,3.6000004,-21.674768,7.0174146,22.193853,4.9439178,1,359,0
"4001",1727,101,0.076892585,99206348,600693,360,2,4,600693,0.019545263,8.8984,0.02624897,22.001701,90.44463,11402.14,583371,60.134792,386.05542,375.58118,4.3200006,733.669,-67.163925,-89.9015,145.2772,600693,0.057347324,0.77212256,0.032171775,2.0016046,54.684425,85.848946,1497,0.57797265,34.0498,23.57556,3.6000004,-30.425116,11.8099165,17.508278,6.2808723,1,345,18
"4002",1728,101,0.0411957,133330080,601042,360,2,4,601042,0.008326985,5.611971,0.017057663,17,78.892,4535.1675,544635,25.795544,319.6758,309.20157,3.9600005,720.446,7.351442,-85.752655,116.83253,601042,0.032868717,0.5699183,0.023746595,1.9999946,60.49861,46.772186,1423,0.30026016,-9.675844,-20.150085,4.3200006,-22.199165,6.671201,27.238277,9.848679,1,349,0
"4003",1729,101,0.10758497,99355956,601395,360,2,4,601395,0.0045863427,4.557204,0.0130205825,13.000445,69.80334,2990.6072,652068,18.432238,289.69604,279.2218,4.3200006,787.5335,25.249733,-109.80005,127.18048,601395,0.10299863,1.0049671,0.04369422,2.9976127,70.06452,145.43407,1412,0.84003925,72.00341,61.52917,4.3200006,-20.69849,-4.601227,27.693216,7.0748205,1,353,10
"4004",1730,101,0.17030992,99589643,601762,360,2,4,601762,0.0063990387,5.3419495,0.015219229,14.000044,79.71451,4109.245,642166,23.348999,312.57498,302.10074,4.3200006,777.4006,-63.71889,-82.08881,151.34842,601762,0.16391088,1.2744846,0.055412374,3.999851,59.00354,233.90082,1427,1.4602555,106.215965,95.74172,4.680001,-15.966527,10.364942,28.447548,4.634026,1,367,0
"4005",1731,101,0.11773894,99463386,602126,360,2,4,602126,0.0042370735,4.4478397,0.012253002,12,73.54661,2848.7922,672349,17.045294,286.1982,275.72397,4.3200006,796.31244,2.9702885,-111.97406,151.12875,602126,0.11350187,1.0429411,0.047406413,3.9999945,68.13408,156.63258,1380,0.91542435,77.34437,66.87013,4.680001,-17.186493,-2.5827086,29.559984,6.894135,1,364,0
"4006",1732,101,0.06524393,99691427,602483,360,2,4,602483,0.0121075595,7.513063,0.020360604,21,90.74954,8128.2407,671336,43.052338,361.68655,351.2123,3.9600005,796.38,-9.147372,-82.64407,148.56975,602483,0.05313637,0.5480585,0.030447695,2,52.816376,43.253006,814,0.29865378,-15.307824,-25.782064,3.6000004,-21.788832,-2.7285798,15.429049,7.105852,1,357,3
"4007",1733,101,0.18033463,99343823,602836,360,2,4,602836,0.0075949654,5.82071,0.01653611,15.000001,67.90086,4878.816,642375,30.240374,324.93472,314.46048,3.9600005,781.45245,72.42757,-80.13916,123.1272,602836,0.17273967,1.2264888,0.05840423,3.0421548,89.29957,216.61555,1254,1.1187867,100.68831,90.214066,4.3200006,-10.378822,-7.768226,26.855505,12.169669,1,353,0
"4008",1734,101,0.10451199,99178385,603172,360,2,4,603172,0.0014981068,2.5777006,0.007323013,9.451272,61.434486,956.81384,638682,6.6437798,207.6432,197.16896,3.9600005,780.93134,-71.38767,-50.998238,142.03682,603172,0.10301389,0.87653404,0.041739717,3.1454866,50.097923,110.63692,1074,0.77313113,52.313644,41.839405,3.6000004,-24.357327,5.5608206,17.572462,5.510872,1,336,15
"4009",1735,101,0.13460076,99277125,603506,360,2,4,603506,0.0059061237,5.5098324,0.014423645,16,84.96217,4371.589,740179,24.088367,317.03085,306.5566,4.3200006,833.3772,-48.373558,-106.57727,166.10689,603506,0.12869464,0.8208894,0.04828761,3,59.7721,97.03576,754,0.60546076,42.869095,32.394855,3.9600005,-15.327426,0.3880085,19.109304,7.5311427,1,334,26
"4010",1736,101,0.2943433,99095469,603864,360,2,4,603864,0.0073171537,6.454642,0.018389292,23.645832,63.051178,5999.3857,819907,39.022476,339.82104,329.3468,4.3200006,881.3555,105.6206,-23.020325,159.48183,603864,0.28702614,1.6476617,0.086719036,4.999987,69.620995,390.9296,1362,2.2177737,143.19736,132.72311,5.400001,-4.083709,4.93049,26.759521,14.629154,1,358,0
"4011",1737,101,0.07476544,99484756,604228,360,2,4,604228,0.00996656,6.9369283,0.019763328,22.000195,71.20716,6929.42,695267,41.5234,350.19763,339.7234,4.3200006,807.71295,63.21658,-54.915863,170.07419,604228,0.06479888,0.84480035,0.035200015,2.9497921,54.245148,102.77102,1586,0.6928296,47.003616,36.529377,4.3200006,-26.40924,-11.398612,24.673962,6.8591866,1,364,0
"4012",1738,101,0.22339882,138038271,604572,360,2,4,604572,0.021501994,9.940503,0.027012236,29,83.6432,14229.159,661760,77.56171,402.00287,391.52863,4.3200006,777.2537,41.915783,-129.17274,158.0036,604572,0.20189683,1.2133278,0.06385936,4.6773977,52.65542,211.99167,1050,1.4023728,99.13475,88.660515,3.9600005,-19.060226,-2.0722067,21.440775,3.273415,1,344,11
"4013",1739,101,0.19374584,99610929,604907,360,2,4,604907,0.0030335446,3.7561522,0.010731863,10,95.07462,2031.6498,669728,10.718323,261.85883,251.38457,4.3200006,798.6032,-27.352057,-58.957336,160.32834,604907,0.19071229,1.3684622,0.062202826,4,80.28092,269.66718,1414,1.4501715,116.460945,105.9867,4.3200006,-16.263058,4.2464705,27.801962,9.426792,1,335,16
"4014",1740,101,0.06895458,99350166,605249,360,2,4,605249,0.009997421,6.436981,0.019044323,18,84.99362,5966.6006,596814,32.628975,339.4265,328.95227,4.3200006,749.0151,-60.661,-85.41492,137.28944,605249,0.058957156,0.7393118,0.03214399,1.9999999,51.760113,78.7078,1335,0.5489523,27.796818,17.322577,4.3200006,-10.117551,10.420087,30.040167,11.955642,1,342,0
"4015",1741,101,0.047099948,99247040,605581,360,2,4,605581,0.016566085,8.911512,0.024085168,25.000132,79.319496,11435.767,690312,64.1591,386.26746,375.7932,4.3200006,799.58386,-68.88609,-127.35937,136.2949,605581,0.030533865,0.43854412,0.025796713,1.7470466,57.484093,27.694216,907,0.18398584,-47.40853,-57.88277,4.680001,3.9713457,5.1118674,27.327261,9.51966,1,332,33
"4016",1742,101,0.15804215,99841306,605936,360,2,4,605936,0.0016203843,2.978061,0.00800554,9.333443,60.81956,1277.114,788155,8.915727,228.43315,217.95891,4.3200006,868.2721,-48.627686,-58.71525,164.83145,605936,0.15642177,1.1215577,0.05340751,3,90.895134,181.1364,1158,0.9305211,87.809395,77.33515,4.3200006,-14.403845,0.52906483,25.718372,10.3768215,1,355,0
"4017",1743,101,0.074646704,99238046,606300,360,2,4,606300,0.011703952,7.4292645,0.02069433,20,68.726974,7947.9316,679081,48.44521,360.07138,349.59714,4.3200006,796.1446,79.06937,-119.71379,129.24207,606300,0.06294275,0.69372165,0.03468608,2.3599117,64.624084,69.299965,1101,0.42156523,18.631367,8.157126,4.680001,0.034242302,-0.78652024,26.675406,17.874647,1,364,1
"4018",1744,101,0.06669751,99471120,606674,360,2,4,606674,0.0063255155,5.070781,0.015227571,16.000134,73.14859,3702.6467,585351,22.048622,305.0732,294.59897,4.3200006,745.6993,-15.573982,-92.444595,129.58527,606674,0.060371995,0.8279334,0.033117335,3,62.87755,98.70821,1635,0.6102064,44.099476,33.625237,3.9600005,-30.71865,-7.1344523,20.945238,10.151507,1,374,0
"4019",1745,101,0.16108556,99202594,607017,360,2,4,607017,0.0052948925,4.8989363,0.013532973,14,72.357124,3455.9392,652693,20.78278,300.10855,289.6343,3.9600005,788.9091,13.2580805,-107.504196,122.99016,607017,0.15579067,0.7969087,0.053127244,3,51.570854,91.44913,587,0.6181514,38.599735,28.125496,3.6000004,-15.801125,-3.6618102,12.832729,8.233319,1,343,23
"4020",1746,101,0.16424957,99190925,607352,360,2,4,607352,0.01255168,7.588611,0.020790715,20,81.01442,8292.531,660671,46.2453,363.12732,352.65308,4.3200006,782.85657,2.9044344,-140.50185,140.58702,607352,0.15169789,0.99722815,0.052485693,3.9427562,60.340202,143.2028,944,0.8850979,70.89022,60.415985,4.680001,-8.324976,2.5838249,24.640244,10.84778,1,335,6
"4021",1747,101,0.05876293,99239247,607685,360,2,4,607685,0.009088479,6.208909,0.017944824,17,63.324356,5551.2793,610804,35.8007,334.2318,323.75757,3.9600005,763.01794,42.775333,-97.932594,107.86951,607685,0.04967445,0.64205056,0.027915241,2.000086,56.90011,59.36097,1195,0.3913697,7.4852266,-2.9890127,4.3200006,-20.494919,-3.4229352,20.712355,16.579494,1,333,0
"4022",1748,101,0.20617765,98997691,608015,360,2,4,608015,0.00535994,5.0642114,0.0142653845,14.872761,59.172348,3693.0579,689011,25.34072,304.8865,294.41226,4.3200006,809.10846,20.646511,-97.34749,144.07925,608015,0.20081772,1.7784485,0.07732385,5,104.06828,455.4546,2268,2.2264295,154.19669,143.72244,3.9600005,-38.352882,-7.4817452,10.641186,13.129741,1,330,15
"4023",1749,101,0.24723272,135519873,608357,360,2,4,608357,0.008580742,6.26819,0.01801204,17.1518,59.855644,5657.7896,659359,37.95915,335.60016,325.12592,4.3200006,788.5613,58.59002,-101.56438,134.62575,608357,0.23865198,1.7773081,0.07109232,5.9999585,80.54397,454.87067,1906,2.4341028,154.10431,143.63007,5.040001,-13.582731,-1.7236935,29.24299,20.211744,1,342,0
