"","Id.Latido","Registro","Error","Time","Position","Frecuency","Channels","Order","C1_Position","C1_Error","C1_ErrorRMSE","C1_ErrorNRMSD","C1_ErrorAbsMax","C1_MDL","C1_FSS","C1_ESC","C1_VAR","C1_BIC","C1_AIC","C1_Sigma","C1_H0","C1_H1","C1_H2","C2_Position","C2_Error","C2_ErrorRMSE","C2_ErrorNRMSD","C2_ErrorAbsMax","C2_MDL","C2_FSS","C2_ESC","C2_VAR","C2_BIC","C2_AIC","C2_Sigma","C2_H0","C2_H1","C2_H2","Type"
"1324",1323,213,0.09136871,61065309,260569,360,2,3,260569,0.07613643,31.820501,0.04872971,84.99929,53.302322,145806.38,1915067,958.8602,565.2692,556.7595,6.1200013,1148.1018,-29.531582,-671.0082,260569,0.015232283,13.950158,0.03206933,53.72758,53.346886,28023.395,1839737,191.57959,446.52393,438.01428,3.9600005,-1295.8619,28.803116,-362.80286,1
"1325",1324,213,0.081138626,61198073,260765,360,2,3,260765,0.06853628,28.778688,0.045972347,81.999756,56.7746,119262.66,1740139,758.0904,550.8007,542.291,5.760001,1116.702,-108.31362,-601.7648,260765,0.012602345,13.3633585,0.029177638,47.267952,54.843628,25715.426,2040527,173.42717,440.33563,431.826,3.9600005,-1374.332,21.801325,-354.32715,1
"1326",1325,213,0.07114267,61975105,260966,360,2,3,260966,0.06154371,26.765282,0.04394956,70.99934,52.606537,103158.766,1676187,687.29126,540.35645,531.8468,6.1200013,1087.6527,-176.47722,-599.0796,260966,0.009598961,11.404551,0.025919434,40.187946,54.46101,18729.186,1951168,127.7566,417.51105,409.0014,3.9600005,-1326.7238,102.040146,-402.2815,1
"1327",1326,213,0.07392237,61104442,261174,360,2,3,261174,0.064880274,30.134777,0.04504451,86.99589,55.458958,130767.09,2015514,843.398,557.43115,548.9215,6.1200013,1176.8901,-145.82242,-691.67365,261174,0.009042101,10.623322,0.024591021,51.344543,52.65621,16251.114,1797272,113.63047,407.2927,398.78305,3.9600005,-1275.4475,94.34472,-381.25183,1
"1328",1327,213,0.054688465,61227553,261366,360,2,3,261366,0.039773326,22.498247,0.035825234,65.999756,55.63865,72888.64,1832601,474.34845,515.34827,506.8386,5.760001,1170.7285,-217.66924,-584.57477,261366,0.0149151385,14.6849985,0.031580642,46.737823,60.94376,31053.482,2082011,195.46231,453.91626,445.40662,3.6000004,-1354.8385,113.53757,-449.97693,1
"1329",1328,213,0.06557478,61438023,261564,360,2,3,261564,0.05597097,27.566912,0.04170486,73.99069,53.942673,109430.58,1955131,719.79047,544.606,536.0963,5.760001,1200.683,-172.29749,-611.8612,261564,0.00960381,11.488433,0.02536078,53.241066,52.565712,19005.709,1978976,132.83511,418.5663,410.05667,3.9600005,-1345.1902,72.32624,-381.05472,1
"1330",1329,213,0.060440667,61251559,261760,360,2,3,261760,0.05042104,26.036304,0.040554993,76.99991,54.981594,97616.04,1936018,636.36646,536.38007,527.8704,5.760001,1216.9172,-186.80629,-567.99426,261760,0.010019625,10.950072,0.025114845,43.608242,52.676697,17266.188,1723237,120.36238,411.6551,403.14545,3.9600005,-1253.4408,149.82251,-335.27673,1
"1331",1330,213,0.058735255,61209228,261953,360,2,3,261953,0.051028363,25.67896,0.042514835,83.999916,58.2099,94954.91,1860826,598.82776,534.39,525.8804,5.760001,1214.2598,-39.896084,-538.37976,261953,0.0077068917,10.438249,0.022256393,48.617256,52.97145,15689.813,2035816,109.714165,404.76193,396.2523,3.6000004,-1349.4868,52.270634,-443.03445,1
"1332",1331,213,0.02179159,61431306,262153,360,2,3,262153,0.00972681,10.886461,0.01857758,33.633987,53.80619,17066.166,1754549,117.331894,410.81613,402.3065,5.400001,1235.9791,-148.04796,-433.49744,262153,0.01206478,14.723421,0.02915529,52.940956,53.57528,31216.195,2587382,214.06122,454.29254,445.7829,3.9600005,-1536.4889,18.819836,-441.60294,1
"1333",1332,213,0.079685375,97548710,262349,360,2,3,262349,0.06561278,29.330462,0.044039734,79.99973,54.366135,123879.74,1888043,808.07104,553.5355,545.0258,5.760001,1153.5619,-149.52408,-641.1717,262349,0.014072597,13.204484,0.030010192,54.375046,54.34317,25107.61,1784149,169.8937,438.6134,430.10373,3.9600005,-1276.4274,92.38571,-348.19412,1
"1334",1333,213,0.080674775,61121009,262539,360,2,3,262539,0.05502176,25.875109,0.0426982,76.99936,55.24408,96411.055,1752235,625.5169,535.4858,526.97614,6.1200013,1136.0312,-44.525963,-602.7234,262539,0.025653016,21.357498,0.04622835,52.40984,59.952675,65684.55,2560500,412.98532,507.8553,499.3456,7.2000017,-1556.6031,-190.55905,188.3854,1
"1335",1334,213,0.06712204,61449396,262749,360,2,3,262749,0.049225613,24.569595,0.040477093,59.912903,54.832,86927.76,1765905,567.9155,528.03064,519.521,5.760001,1190.7228,-13.646271,-510.85257,262749,0.017896425,18.242676,0.036267746,58.32074,54.043823,47922.508,2677770,323.53476,485.1552,476.64557,6.8400016,-1594.3948,-172.90392,240.53276,1
"1336",1335,213,0.07345458,61599840,262958,360,2,3,262958,0.06196568,27.81692,0.043127008,70.99928,52.40684,111424.46,1798164,743.9535,545.90607,537.39636,6.1200013,1112.4553,-180.59238,-645.42255,262958,0.0114889,11.642702,0.026703445,52.316807,53.14893,19519.56,1698993,134.7505,420.48712,411.97748,3.9600005,-1248.155,90.173874,-336.82465,1
"1337",1336,213,0.07003832,62073689,263156,360,2,3,263156,0.057777595,28.115765,0.0430563,84.996056,55.708862,113831.45,1970166,734.14923,547.4448,538.9352,6.1200013,1177.8439,-213.32997,-650.77484,263156,0.012260721,13.090917,0.029090926,43.670074,57.06134,24677.582,2012735,162.33539,437.36954,428.8599,3.9600005,-1342.2833,122.284775,-413.97958,1
"1338",1337,213,0.072958484,61210211,263353,360,2,3,263353,0.06512267,29.031725,0.045504272,82.99928,54.461563,121369.12,1863700,791.01965,552.0613,543.55164,6.1200013,1133.7809,-220.20787,-639.0458,263353,0.007835814,11.434395,0.023821656,44.255325,55.037292,18827.336,2402729,128.15965,417.8874,409.37775,3.9600005,-1477.114,74.82836,-443.21173,1
"1339",1338,213,0.097150564,61215080,263552,360,2,3,263552,0.08060784,32.443058,0.04968309,91.99825,53.699863,151567.48,1880307,991.06445,568.0593,559.5496,6.1200013,1119.6624,-101.40956,-681.7715,263552,0.016542727,14.713718,0.032769974,60.437775,52.83797,31175.066,1884518,214.0401,454.19763,445.688,3.9600005,-1310.2303,34.16448,-368.06516,1
"1340",1339,213,0.05182315,62078806,263751,360,2,3,263751,0.045179408,24.790924,0.039538953,78.999344,53.943848,88500.945,1958878,585.05634,529.322,520.8124,6.1200013,1215.3197,-203.42247,-593.29095,263751,0.0066437437,10.304935,0.021649024,44.099144,53.278572,15291.605,2301655,106.92083,402.91098,394.40134,3.9600005,-1445.8992,101.33599,-430.6608,1
"1341",1340,213,0.077598505,61805942,263953,360,2,3,263953,0.062091846,26.273775,0.043789625,65.99935,51.899944,99404.82,1600932,667.62213,537.6875,529.17786,6.1200013,1065.2769,-79.80337,-600.28656,263953,0.015506657,15.262648,0.031599686,49.980537,53.18358,33544.574,2163237,229.6878,459.47208,450.96243,7.2000017,-1419.0254,-141.34424,309.96918,1
"1342",1341,213,0.10183692,60948274,264160,360,2,3,264160,0.08735723,34.087708,0.051648043,92.99926,54.655224,167323.95,1915399,1080.98,575.1802,566.6705,6.1200013,1124.334,-64.82727,-692.6367,264160,0.014479689,13.888892,0.030727638,45.180725,55.569878,27777.793,1918397,185.13014,445.89014,437.3805,3.6000004,-1307.3978,38.89097,-424.0485,1
"1343",1342,213,0.06604331,61206304,264356,360,2,3,264356,0.051296692,25.644222,0.0405763,74.999306,54.76249,94698.16,1846087,618.5659,534.19507,525.6854,6.1200013,1152.7212,-149.23228,-632.73425,264356,0.01474662,15.446441,0.032518823,52.36544,56.84559,34357.324,2329844,225.61621,461.19577,452.68613,3.9600005,-1444.9102,27.957151,-454.90497,1
"1344",1343,213,0.06764127,61647160,264555,360,2,3,264555,0.05666738,28.134527,0.043687154,72.64473,54.98315,113983.43,2011447,741.09155,547.5409,539.03125,5.760001,1248.425,-24.414124,-581.63763,264555,0.010973895,13.558902,0.027784634,40.698578,57.79586,26473.512,2412408,173.17424,442.4275,433.91785,3.6000004,-1465.5143,-11.5321245,-487.9239,1
"1345",1344,213,0.07031344,61183263,264750,360,2,3,264750,0.055942386,26.862904,0.041712582,64.99991,52.505585,103912.65,1857494,694.7571,540.88074,532.37103,5.760001,1188.7828,-73.66878,-578.7486,264750,0.014371052,13.349997,0.029666658,52.960876,51.796104,25664.027,1785814,179.26048,440.1916,431.68195,3.6000004,-1257.5115,57.518772,-418.93472,1
"1346",1345,213,0.09431875,61300799,264945,360,2,3,264945,0.07201228,29.160385,0.045921866,78.99973,54.374092,122447.24,1700366,796.9464,552.69806,544.18835,5.760001,1073.1375,-147.98933,-635.91974,264945,0.022306468,17.75239,0.03825946,63.733017,57.287445,45381.215,2034442,293.90845,481.23215,472.7225,3.9600005,-1360.843,27.381357,-369.34763,1
"1347",1346,213,0.078744665,101870108,265148,360,2,3,265148,0.054841965,27.871035,0.043010857,77.999916,54.362755,111858.414,2039650,732.71326,546.1859,537.6763,5.760001,1268.4462,8.614509,-564.5907,265148,0.023902697,20.355637,0.041627068,63.53489,59.46325,59666.68,2496232,377.45435,500.9368,492.42715,3.9600005,-1502.8474,-34.645943,-420.49362,1
"1348",1347,213,0.071117654,61593836,265343,360,2,3,265343,0.058720164,27.502136,0.042972088,79.95795,56.303917,108916.92,1854847,697.9167,544.2672,535.75757,6.1200013,1110.538,-262.46426,-666.1441,265343,0.012397491,13.379972,0.029277839,52.184235,54.19443,25779.406,2079405,175.30466,440.51456,432.0049,3.9600005,-1360.2268,107.11741,-438.10345,1
"1349",1348,213,0.06301122,61749197,265549,360,2,3,265549,0.052429497,26.173168,0.040895574,76.99929,54.217976,98645,1881479,647.866,537.1351,528.62537,6.1200013,1152.254,-225.28903,-635.9163,265549,0.010581724,11.772233,0.026044764,53.30236,52.345055,19956.307,1885922,139.52591,422.08035,413.57068,3.9600005,-1311.6157,120.395226,-362.12524,1
"1350",1349,213,0.05802356,62149549,265743,360,2,3,265743,0.04212726,23.899382,0.03763682,63.184963,53.64272,82249.98,1952417,546.4973,524.04803,515.5383,5.400001,1276.0275,8.533731,-491.781,265743,0.015896302,16.622879,0.033245757,62.549294,53.01708,39790.098,2503104,272.8519,471.7656,463.25595,3.9600005,-1516.8617,-61.521255,-398.32043,1
"1351",1350,213,0.06551102,62133694,265947,360,2,3,265947,0.054448105,26.276682,0.039813153,70.99999,55.052685,99426.81,1826084,646.5511,537.7034,529.1938,5.400001,1158.7147,-198.88602,-586.9254,265947,0.011062916,11.479139,0.02562308,44.936592,53.389915,18974.97,1715187,130.7126,418.44977,409.94012,3.6000004,-1242.1195,124.55141,-371.26624,1
"1352",1351,213,0.04414671,61506052,266141,360,2,3,266141,0.034647524,23.736658,0.035113398,74.99991,56.766533,81133.766,2341690,523.34015,523.0642,514.55457,5.760001,1380.5731,-167.03638,-571.5538,266141,0.009499186,11.830403,0.02566248,39.558533,54.20966,20154.014,2121657,137.94266,422.79013,414.2805,3.9600005,-1386.0504,142.90952,-399.92972,1
"1353",1352,213,0.041534595,61783436,266337,360,2,3,266337,0.029550277,21.788816,0.03321466,72.99994,59.168083,68364.36,2313493,431.88327,510.7344,502.22476,5.400001,1405.9445,-157.52528,-493.59412,266337,0.011984317,13.5990095,0.028509455,40.1147,54.852646,26630.361,2222101,179.79825,442.8528,434.34317,3.9600005,-1427.3845,173.85036,-357.51953,1
"1354",1353,213,0.055321626,62017747,266531,360,2,3,266531,0.04470278,24.325176,0.03974702,73.99999,59.541115,85206.85,1906075,532.0092,526.591,518.0813,5.400001,1254.201,11.102918,-497.7199,266531,0.010618845,12.276157,0.025002357,52.574863,53.74611,21701.383,2043667,148.97986,428.11615,419.6065,3.2400002,-1339.6366,42.28715,-474.9219,1
"1355",1354,213,0.049148604,61635175,266729,360,2,3,266729,0.038453825,21.85229,0.035474494,58.999355,52.784595,68763.24,1788203,462.50388,511.1533,502.64362,6.1200013,1161.063,-183.33507,-581.17224,266729,0.010694781,13.327184,0.027032826,61.14293,52.325287,25576.389,2391483,178.81348,439.9453,431.43564,3.9600005,-1470.651,22.106907,-450.11533,1
"1356",1355,213,0.07301769,61199427,266940,360,2,3,266940,0.058824163,28.684357,0.043527097,79.99615,52.89923,118482.1,2014174,787.603,550.32794,541.81824,6.4800014,1178.1378,-141.88339,-698.2496,266940,0.014193527,13.577304,0.031140605,53.552616,53.70543,26545.416,1870248,180.9902,442.6228,434.11316,3.9600005,-1286.5731,79.85906,-426.67874,1
"1357",1356,213,0.056569424,61847032,267140,360,2,3,267140,0.045808773,25.073332,0.039177082,76.99991,55.152443,90528.766,1976232,590.3604,530.9532,522.4435,5.760001,1241.5835,-89.51672,-579.79254,267140,0.010760651,12.029093,0.02570319,39.363132,58.07406,20836.666,1936376,135.95071,425.1885,416.67886,3.6000004,-1326.995,125.67056,-372.5996,1
"1358",1357,213,0.028995335,61401332,267337,360,2,3,267337,0.020276455,16.833935,0.027327817,48.999413,55.681892,40806.914,2012527,269.50797,473.5824,465.07275,6.1200013,1285.9241,-179.40453,-534.72723,267337,0.008718881,12.212203,0.024821552,49.757877,53.206345,21475.86,2463144,149.22015,427.364,418.85437,3.9600005,-1492.085,112.25551,-450.27643,1
"1359",1358,213,0.08915872,61100132,267537,360,2,3,267537,0.06938646,29.174635,0.045514252,78.99822,57.0946,122566.945,1766439,776.438,552.76843,544.2587,6.1200013,1073.7572,-105.28848,-692.6991,267537,0.01977226,16.406403,0.035743795,64.713745,52.895416,38760.49,1960347,264.72156,469.878,461.36832,3.9600005,-1335.3381,29.060661,-370.96347,1
"1360",1359,213,0.058886394,61594652,267741,360,2,3,267741,0.04823138,25.943926,0.039791297,73.996254,51.809986,96924.57,2009575,655.8437,535.8683,527.3586,6.4800014,1191.9872,-226.22528,-663.80634,267741,0.010655016,11.766318,0.027300043,48.129097,53.257294,19936.26,1871068,137.70502,422.00797,413.49832,3.9600005,-1282.8354,120.09443,-437.0832,1
"1361",1360,213,0.05246887,91477457,267939,360,2,3,267939,0.040410522,22.800459,0.036480736,71.99931,54.646187,74859.97,1852487,492.29355,517.26965,508.76,6.1200013,1160.2181,-240.39659,-611.335,267939,0.0120583465,13.69698,0.028714843,52.684288,54.033665,27015.447,2240394,184.20003,443.8865,435.37686,3.9600005,-1424.3345,81.65865,-421.87854,1
"1362",1361,213,0.07036384,62006191,268140,360,2,3,268140,0.05965752,28.75301,0.04310796,79.99974,55.847046,119049.92,1995556,766.16534,550.6722,542.1625,5.760001,1203.879,-154.61925,-635.03864,268140,0.010706321,12.4937315,0.026810583,45.315838,54.997536,22477.44,2099455,151.91109,430.64597,422.1363,3.6000004,-1360.5104,53.344524,-472.38025,1
"1363",1362,213,0.07232566,62003602,268338,360,2,3,268338,0.061921127,28.930416,0.0439672,84.99604,52.00562,120523.53,1946404,808.5083,551.5579,543.0482,6.4800014,1133.207,-227.12366,-700.09814,268338,0.010404536,11.297392,0.025502013,54.229836,55.004913,18378.873,1766429,124.28837,416.1516,407.64197,3.9600005,-1265.7981,113.69108,-364.5258,1
"1364",1363,213,0.09424737,61580260,268537,360,2,3,268537,0.0726959,29.29531,0.04664858,78.9999,56.19355,123582.97,1699999,789.12213,553.3628,544.85315,5.760001,1076.9535,-76.09748,-640.9343,268537,0.021551467,17.748522,0.036822658,58.54016,53.758648,45361.44,2104796,305.90195,481.20078,472.69113,6.8400016,-1400.9498,-143.46568,276.0264,1
"1365",1364,213,0.067068756,62029875,268739,360,2,3,268739,0.053811844,25.787045,0.041592006,73.99933,54.751007,95755.914,1779458,624.8696,534.9949,526.48517,6.1200013,1131.373,-185.2481,-607.7661,268739,0.013256915,15.4286785,0.031106208,57.423088,55.20655,34278.35,2585696,229.90527,461.0301,452.52045,3.9600005,-1522.844,-3.4543824,-482.0274,1
"1366",1365,213,0.105260424,61892175,268943,360,2,3,268943,0.08366077,33.435005,0.050353922,86.998215,53.22296,160977.53,1924170,1057.167,572.3962,563.8865,6.1200013,1125.2533,-79.51369,-700.4818,268943,0.021599658,16.772577,0.036862805,56.2455,53.615818,40509.984,1875492,273.63568,473.05658,464.54694,3.6000004,-1283.3713,22.830217,-432.9193,1
"1367",1366,213,0.07024944,61255415,269138,360,2,3,269138,0.060556434,28.68952,0.044205733,80.99611,53.554306,118524.75,1957261,781.5277,550.3539,541.8442,6.4800014,1149.1637,-178.17155,-697.43427,269138,0.009693003,11.914042,0.025676815,51.82442,52.70803,20439.994,2108737,142.55464,423.8046,415.29495,3.9600005,-1387.9465,54.994556,-398.59338,1
"1368",1367,213,0.063420594,61486970,269333,360,2,3,269333,0.052219793,24.829046,0.039599754,66.99991,55.38648,88773.336,1699994,575.769,529.5433,521.0336,5.760001,1100.4691,-182.0254,-605.851,269333,0.011200797,13.89643,0.02646939,52.608994,53.84883,27807.95,2482676,190.39389,445.96826,437.45862,3.6000004,-1503.1804,24.072855,-441.2907,1
"1369",1368,213,0.08124688,62012990,269529,360,2,3,269529,0.06548945,29.828732,0.044322036,81.99818,54.09485,128124.47,1956414,838.2586,555.96124,547.45154,6.1200013,1144.8839,-162.09769,-700.8957,269529,0.015757436,14.433582,0.03221782,53.224976,55.907925,29999.273,1903817,198.77219,451.42957,442.9199,3.9600005,-1317.6627,59.672825,-366.09027,1
"1370",1369,213,0.051445033,61935944,269730,360,2,3,269730,0.041998547,23.982492,0.036952995,73.9993,53.91501,82823.02,1972045,548.6443,524.5479,516.03827,6.1200013,1199.1617,-250.03595,-623.4704,269730,0.009446486,11.779864,0.02555285,43.54733,53.814163,19982.19,2115304,137.46872,422.17365,413.664,3.9600005,-1383.109,82.702034,-418.91748,1
"1371",1370,213,0.05196488,61486700,269932,360,2,3,269932,0.0396772,22.50915,0.03550339,57.999912,54.54544,72959.305,1838822,480.533,515.418,506.90836,5.760001,1190.0847,-113.538246,-580.23303,269932,0.012287682,14.160299,0.02907659,52.178696,54.656853,28874.025,2349835,195.2897,448.67694,440.1673,3.9600005,-1474.0052,-30.508442,-383.84677,1
"1372",1371,213,0.07395097,61029923,270132,360,2,3,270132,0.06091763,28.561487,0.042502213,73.9982,52.15946,117469.234,1928329,786.9151,549.7098,541.20013,6.1200013,1140.8158,-197.15005,-685.9528,270132,0.013033337,12.648443,0.028423468,49.29423,52.07332,23037.57,1767588,160.74599,432.41818,423.90854,3.6000004,-1249.8185,67.437004,-421.84842,1
"1373",1372,213,0.08617231,62023920,270335,360,2,3,270335,0.06365829,29.656475,0.04597903,79.99642,52.823326,126648.93,1989512,841.0038,555.12726,546.61755,6.1200013,1214.2969,-45.33201,-621.52374,270335,0.022514027,18.357141,0.039734073,61.056,53.267002,48525.79,2155358,328.8286,486.05594,477.5463,7.2000017,-1420.6091,-179.76529,237.45734,1
"1374",1373,213,0.1253275,61383321,270527,360,2,3,270527,0.10572509,35.908325,0.056727212,100.999245,57.030277,185674.72,1756203,1166.5094,582.6728,574.16315,6.1200013,1034.0416,-44.929462,-706.5887,270527,0.019602409,17.632189,0.035984058,51.5,57.730076,44768.746,2283839,289.39795,480.2538,471.74417,6.4800014,-1467.5487,-169.38708,238.07336,1
"1375",1374,213,0.084662005,112887884,270725,360,2,3,270725,0.07320994,30.49331,0.046483707,85.999275,55.934586,133897.25,1828949,857.0923,559.13434,550.62463,5.760001,1092.4823,-252.4863,-661.6531,270725,0.011452068,12.318507,0.026955158,44.92805,53.50686,21851.37,1908072,150.17311,428.61206,420.10242,3.6000004,-1308.4224,61.399315,-412.89383,1
"1376",1375,213,0.07631828,61495736,270922,360,2,3,270922,0.05962483,27.915718,0.042296544,82.9999,54.67653,112217.38,1882058,731.1639,546.4166,537.9069,5.760001,1149.9829,-195.21954,-639.741,270922,0.016693449,14.805257,0.03282762,49.34813,55.372658,31564.172,1890812,210.14206,455.09073,446.58105,3.6000004,-1290.4901,42.733364,-438.2435,1
"1377",1376,213,0.074690886,61847072,271119,360,2,3,271119,0.06673124,31.641083,0.047437906,97.9999,58.26506,144166.77,2160409,903.7659,564.45496,555.9453,5.760001,1254.1975,-194.76315,-636.63086,271119,0.007959648,10.921446,0.022944214,38.71396,54.913982,17176.03,2157888,117.04971,411.27814,402.7685,3.6000004,-1394.2892,75.228134,-437.04764,1
"1378",1377,213,0.077199176,61254237,271315,360,2,3,271315,0.061179638,28.853771,0.045296345,85.99653,52.74742,119885.78,1959570,797.559,551.1759,542.66626,6.4800014,1192.8381,-131.11589,-632.16315,271315,0.016019536,16.593962,0.034642927,59.00107,52.599846,39651.78,2475214,273.29297,471.51486,463.00522,7.2000017,-1531.6338,-172.3852,244.83398,1
"1379",1378,213,0.077092074,61167628,271520,360,2,3,271520,0.056626633,27.1786,0.041304864,75.9999,53.38683,106369.39,1878434,703.8263,542.5632,534.05347,5.760001,1157.9402,-189.87006,-628.63947,271520,0.020465441,15.881219,0.03505788,56.634,52.13166,36318.688,1774635,250.21948,465.19302,456.68338,3.6000004,-1252.7302,46.721024,-408.41235,1
"1380",1379,213,0.0600294,61719815,271725,360,2,3,271725,0.051742174,26.85684,0.04138188,82.99931,54.35266,103865.74,2007371,681.3496,540.8482,532.33856,6.1200013,1217.8118,-204.27238,-615.3971,271725,0.008287225,11.207846,0.02447128,46.095127,54.19203,18088.676,2182718,124.26438,415.00568,406.49603,3.9600005,-1400.0104,52.43884,-449.27737,1
"1381",1380,213,0.07343219,61803981,271921,360,2,3,271921,0.058122136,28.497663,0.04317828,75.99842,56.441772,116944.82,2012053,748.4755,549.38763,540.878,5.760001,1231.3689,-40.25146,-614.18176,271921,0.015310055,16.519272,0.032711428,51.550354,53.590004,39295.63,2566655,267.7971,470.86523,462.3556,6.8400016,-1555.0219,-178.03973,278.51093,1
"1382",1381,213,0.061664976,61267525,272121,360,2,3,272121,0.0407019,23.123892,0.03541178,60.999287,52.435966,76998.875,1891776,519.318,519.29803,510.78836,6.1200013,1168.5549,-172.55226,-647.6749,272121,0.020963075,17.021284,0.036842607,68.871864,52.061054,41720.27,1990179,287.51556,475.17615,466.6665,3.9600005,-1340.6322,19.67646,-388.2997,1
"1383",1382,213,0.08671646,61241847,272319,360,2,3,272319,0.06884617,32.566235,0.047197443,84.99927,54.57099,152720.58,2218287,992.9147,568.605,560.09534,6.1200013,1259.5715,-20.538275,-691.82697,272319,0.017870288,17.203468,0.03599052,57.8996,55.818226,42618.137,2384860,281.85486,476.70923,468.1996,3.9600005,-1470.989,-33.821735,-421.05716,1
"1384",1383,213,0.04350769,62151318,272513,360,2,3,272513,0.035959374,32.493023,0.043498024,102.9588,55.16839,152034.72,4227958,996.7432,568.28094,559.77124,7.2000017,1906.8674,-19.99892,-662.8573,272513,0.0075483182,9.613558,0.023678714,29.565071,59.241447,13308.553,1763115,86.41248,392.91037,384.40073,5.040001,-1220.035,347.01694,-375.36722,1
"1385",1384,213,0.06277063,61384228,272718,360,2,3,272718,0.048976507,27.080055,0.03988226,70.99929,53.500008,105599.42,2156124,700.25824,542.0401,533.5304,6.1200013,1268.0917,-158.64679,-645.9872,272718,0.0137941195,13.921248,0.030395739,56.944134,52.422466,27907.365,2023135,193.54099,446.22522,437.71558,3.9600005,-1351.4645,32.03186,-409.5678,1
"1386",1385,213,0.06386525,61115255,272925,360,2,3,272925,0.047474433,27.200163,0.040356323,69.999916,52.82229,106538.23,2244118,712.5583,542.67737,534.16766,5.760001,1347.5951,-7.3171906,-567.0213,272925,0.01639082,15.465153,0.03290458,56.238342,51.71117,34440.617,2101214,239.98366,461.37012,452.86047,7.2000017,-1394.5525,-151.42357,314.7501,1
"1387",1386,213,0.056728076,61735682,273123,360,2,3,273123,0.044764586,23.291946,0.036393665,65.99998,54.655163,78122.125,1745177,512.4836,520.34076,511.83112,5.400001,1143.2446,-165.48969,-576.7671,273123,0.011963489,13.73218,0.026716303,52.972275,53.054955,27154.477,2269779,187.48344,444.2561,435.74646,3.6000004,-1445.8544,-24.93575,-389.24005,1
"1388",1387,213,0.088255495,61538305,273325,360,2,3,273325,0.06398642,29.934753,0.04474552,76.999275,53.939117,129036.875,2016629,846.12585,556.47217,547.96246,6.1200013,1193.1729,-105.02698,-672.97845,273325,0.02426907,18.32544,0.040364403,65.32187,53.86772,48358.332,1992591,324.74643,485.80707,477.2974,3.9600005,-1339.03,0.9973252,-388.8833,1
"1389",1388,213,0.085515924,61247580,273519,360,2,3,273519,0.070924126,31.031065,0.04631502,86.99929,56.64405,138661.48,1955068,881.89404,561.6517,553.14197,5.760001,1162.5623,-132.57925,-668.7892,273519,0.014591796,14.206556,0.031500123,50.08511,57.453316,29062.977,1991734,189.63254,449.14658,440.63693,3.9600005,-1355.8273,20.83673,-352.09222,1
"1390",1389,213,0.058095176,92237030,273717,360,2,3,273717,0.051709857,28.049461,0.041802477,90.9999,56.87864,113295.21,2190979,723.7309,547.10486,538.59515,5.760001,1290.1873,-147.3896,-625.6014,273717,0.0063853185,9.455026,0.020117076,45.703255,54.483635,12873.242,2016069,88.69801,390.51596,382.0063,3.6000004,-1355.8737,53.541664,-402.412,1
"1391",1390,213,0.039501466,61415191,273911,360,2,3,273911,0.022408979,18.452171,0.027957836,46.998566,52.945744,49029.5,2187940,333.5861,486.79947,478.28983,5.760001,1350.8914,-77.63487,-554.95654,273911,0.017092485,16.991552,0.035106514,53.62944,57.59266,41574.65,2432335,269.93573,474.9244,466.41476,3.9600005,-1488.728,-34.470474,-416.24615,1
"1392",1391,213,0.07225384,61443432,274112,360,2,3,274112,0.056358207,27.513575,0.040520728,73.77284,55.012962,109007.54,1934191,708.60046,544.3271,535.81744,5.760001,1148.0608,-222.71492,-676.41547,274112,0.01589563,13.879438,0.0332044,43.69322,56.747597,27739.988,1745133,182.05179,445.79208,437.28244,3.6000004,-1239.8419,6.6745605,-424.42975,1
"1393",1392,213,0.08328581,61659389,274310,360,2,3,274310,0.06627753,30.318209,0.045659952,84.99925,54.426178,132363.9,1997116,862.65564,558.30505,549.79535,6.1200013,1174.6764,-153.92488,-679.1132,274310,0.017008279,15.185201,0.034669407,50.279545,56.66126,33205.008,1952285,217.79448,458.73953,450.2299,3.9600005,-1326.0458,24.573248,-400.09857,1
"1394",1393,213,0.04726655,61522622,274506,360,2,3,274506,0.038417574,23.297674,0.03674712,69.999916,56.38882,78160.555,2034500,505.02304,520.37616,511.86652,5.760001,1289.6023,-45.191772,-539.65106,274506,0.008848975,11.998261,0.022985175,37.782215,54.2983,20729.99,2342643,141.98067,424.81894,416.3093,6.4800014,-1478.6136,-278.7421,240.65965,1
"1395",1394,213,0.057962827,61155380,274710,360,2,3,274710,0.040903136,22.49386,0.035990175,62.99991,54.81231,72860.23,1781287,478.13266,515.3202,506.81052,5.760001,1149.766,-235.26869,-575.4247,274710,0.017059693,16.423576,0.034648895,54.859478,54.63737,38841.68,2276810,260.68292,470.02866,461.51898,3.9600005,-1430.8717,-7.795477,-436.47928,1
"1396",1395,213,0.09004128,61832619,274909,360,2,3,274909,0.037777815,32.287376,0.044229284,120.9112,52.067432,150116.34,3973664,1019.44556,567.36414,558.85443,9.000001,1763.0787,-68.45314,-842.861,274909,0.052263465,47.412407,0.062058125,171.01328,49.92356,323702.8,6193673,2241.1885,622.6574,614.14777,10.44,-2209.901,680.2197,723.60815,6
"1397",1396,213,0.049985666,61643092,275108,360,2,3,275108,0.03835945,24.47998,0.03642854,75.99932,54.36013,86294.8,2249636,569.9898,527.50446,518.9948,6.1200013,1323.4994,-112.72365,-631.6524,275108,0.0116262175,12.8764715,0.028742123,48.282043,53.829468,23875.705,2053609,163.3571,434.99112,426.48145,3.9600005,-1366.3047,5.209884,-403.63104,1
