Id.Latido,Registro,Error,Time,Type,RR1,RR
5002,201,0.013983,5.002,1,516,0
5003,207,0.057453,5.003,31,96,2
5004,117,0.113818,5.004,1,426,0
5005,201,0.017527,5.005,1,491,0
5006,117,0.007585,5.006,1,426,5
5007,102,0.251192,5.007,12,317,0
5008,207,0.549034,5.008,5,207,633
5009,201,0.004778,5.009,1,425,16
5010,230,0.056496,5.01,1,332,9
5011,104,0.494024,5.011,12,270,72
5012,208,0.305817,5.012,1,316,0
5013,203,0.206161,5.013,1,255,0
5014,213,0.044514,5.014,1,203,0
5015,214,0.058633,5.015,2,382,0
5016,212,0.239109,5.016,1,241,0
5017,118,0.069468,5.017,3,280,0
5018,123,0.038441,5.018,1,489,0
5019,107,0.453523,5.019,12,292,13
5020,113,0.101747,5.02,1,371,0
5021,214,0.051999,5.021,2,309,17
5022,100,0.067785,5.022,1,285,0
5023,213,0.048684,5.023,1,210,0
5024,209,0.025264,5.024,1,240,4
5025,234,0.138254,5.025,1,233,9
5026,207,0.035948,5.026,2,337,13
5027,103,0.029574,5.027,1,303,19
5028,124,0.211489,5.028,3,358,0
5029,102,0.204337,5.029,12,288,14
5030,234,0.125201,5.03,1,237,0
5031,102,0.215039,5.031,12,290,3
5032,203,0.030533,5.032,5,117,141
5033,220,0.078046,5.033,1,305,2
5034,234,0.111687,5.034,1,241,0
5035,115,0.090554,5.035,1,352,0
5036,115,0.088418,5.036,1,336,63
5037,219,0.053078,5.037,1,276,26
5038,117,0.028036,5.038,1,420,11
5039,209,0.305678,5.039,1,215,18
5040,217,0.243437,5.04,12,312,0
5041,124,0.566826,5.041,7,338,0
5042,208,0.022349,5.042,1,198,11
5043,202,0.013846,5.043,1,230,39
5044,228,0.145973,5.044,1,308,19
5045,215,0.019762,5.045,1,213,0
5046,109,0.01641,5.046,2,244,3
5047,205,0.134544,5.047,1,236,0
5048,107,0.35309,5.048,12,322,0
5049,221,0.058169,5.049,5,168,167
5050,219,0.062917,5.05,1,314,0
5051,214,0.035147,5.051,2,294,0
5052,112,0.217959,5.052,1,246,5
5053,233,0.053237,5.053,1,275,0
5054,207,0.024668,5.054,31,102,0
5055,205,0.154959,5.055,1,229,1
5056,215,0.01414,5.056,1,210,0
5057,114,0.238127,5.057,1,490,0
5058,209,0.080723,5.058,1,217,21
5059,200,0.026057,5.059,5,177,201
5060,122,0.147496,5.06,1,247,0
5061,205,0.078191,5.061,1,239,9
5062,205,0.16626,5.062,1,268,0
5063,232,0.266435,5.063,8,268,0
5064,122,0.08947,5.064,1,259,0
5065,111,0.071384,5.065,2,303,12
5066,207,0.043008,5.066,2,353,0
5067,107,0.389832,5.067,12,314,0
5068,105,0.159123,5.068,1,251,0
5069,209,0.065827,5.069,8,183,99
5070,115,0.130262,5.07,1,316,39
5071,213,0.063863,5.071,1,195,2
5072,212,0.194374,5.072,3,234,23
5073,115,0.061216,5.073,1,336,47
5074,228,0.162907,5.074,1,292,10
5075,201,0.013841,5.075,1,426,10
5076,201,0.018262,5.076,1,261,61
5077,220,0.085503,5.077,1,329,0
5078,210,0.053381,5.078,1,302,0
5079,116,0.112896,5.079,1,265,0
5080,113,0.151962,5.08,1,368,0
5081,117,0.007905,5.081,1,416,13
5082,113,0.133172,5.082,1,378,7
5083,203,0.607107,5.083,1,127,28
5084,104,0.443826,5.084,38,291,0
5085,207,0.023906,5.085,2,350,17
5086,217,0.229695,5.086,12,307,0
5087,201,0.018855,5.087,1,432,17
5088,203,0.076292,5.088,5,134,143
5089,111,0.100935,5.089,2,309,0
5090,104,0.025889,5.09,38,306,0
5091,109,0.012286,5.091,2,265,0
5092,210,0.117814,5.092,5,139,282
5093,107,0.401026,5.093,12,317,0
5094,215,0.15256,5.094,5,133,167
5095,117,0.011749,5.095,1,418,32
5096,213,0.07052,5.096,1,199,0
5097,207,0.036474,5.097,3,488,0
5098,102,0.277591,5.098,12,307,0
5099,115,0.083927,5.099,1,341,0
5100,202,0.057811,5.1,1,397,6
5101,213,0.042273,5.101,1,199,9
5102,209,0.0788,5.102,1,211,54
5103,101,0.108647,5.103,1,363,0
5104,208,0.19698,5.104,1,261,0
5105,205,0.167082,5.105,1,255,6
5106,219,0.073142,5.106,1,220,249
5107,108,0.166897,5.107,1,301,59
5108,124,0.238529,5.108,3,377,25
5109,208,0.070412,5.109,1,230,11
5110,233,0.209683,5.11,5,145,195
5111,116,0.040006,5.111,1,272,0
5112,210,0.060429,5.112,1,264,0
5113,114,0.401206,5.113,1,378,0
5114,109,0.009797,5.114,2,271,0
5115,113,0.104541,5.115,1,378,0
5116,108,0.055019,5.116,1,323,18
5117,219,0.052768,5.117,1,297,487
5118,234,0.090663,5.118,1,240,10
5119,107,0.361919,5.119,12,285,0
5120,103,0.029815,5.12,1,353,0
5121,212,0.129377,5.121,3,236,11
5122,234,0.122555,5.122,1,235,0
5123,207,0.031385,5.123,2,279,18
5124,112,0.404727,5.124,1,257,0
5125,234,0.098076,5.125,1,250,0
5126,221,0.087407,5.126,1,233,0
5127,203,0.06321,5.127,5,153,81
5128,117,0.093629,5.128,1,418,20
5129,203,0.085778,5.129,1,136,8
5130,119,0.026265,5.13,1,319,0
5131,202,0.023323,5.131,1,409,5
5132,205,0.171176,5.132,1,232,7
5133,203,0.43366,5.133,1,263,0
5134,230,0.125968,5.134,1,280,3
5135,106,0.112856,5.135,5,183,315
5136,123,0.032195,5.136,1,478,0
5137,203,0.05125,5.137,1,251,0
5138,104,0.500026,5.138,12,293,11
5139,219,0.053961,5.139,1,305,0
5140,114,0.196798,5.14,1,583,0
5141,231,0.17344,5.141,3,341,38
5142,104,0.54616,5.142,12,294,0
5143,234,0.206848,5.143,1,244,0
5144,202,0.057624,5.144,1,238,0
5145,100,0.06955,5.145,1,303,0
5146,108,0.115272,5.146,1,340,15
5147,203,0.115789,5.147,1,245,11
5148,219,0.04919,5.148,1,287,0
5149,116,0.131738,5.149,1,256,13
5150,113,0.124627,5.15,1,410,0
5151,233,0.482609,5.151,5,141,268
5152,105,0.087711,5.152,1,255,0
5153,228,0.100473,5.153,1,346,0
5154,100,0.054769,5.154,1,277,23
5155,214,0.027289,5.155,2,465,0
5156,124,0.650399,5.156,3,380,0
5157,103,0.01751,5.157,1,316,0
5158,221,0.097174,5.158,1,405,0
5159,234,0.113459,5.159,1,239,8
5160,233,0.029365,5.16,1,220,53
5161,122,0.066401,5.161,1,263,0
5162,209,0.103352,5.162,1,222,0
5163,200,0.128088,5.163,1,269,0
5164,213,0.048674,5.164,1,194,11
5165,213,0.056912,5.165,1,215,96
5166,210,0.031163,5.166,1,218,70
5167,117,0.016061,5.167,1,432,0
5168,208,0.069523,5.168,5,196,214
5169,122,0.062685,5.169,1,292,0
5170,222,0.055823,5.17,1,235,0
5171,221,0.024622,5.171,1,261,28
5172,107,0.349799,5.172,12,297,9
5173,106,0.335733,5.173,1,457,0
5174,103,0.015179,5.174,1,312,25
5175,122,0.065601,5.175,1,266,6
5176,233,0.188169,5.176,5,141,197
5177,103,0.019845,5.177,1,315,0
5178,107,0.312065,5.178,12,310,0
5179,111,0.063352,5.179,2,300,0
5180,109,0.011563,5.18,2,260,0
5181,213,0.043546,5.181,1,206,0
5182,231,0.153814,5.182,3,329,66
5183,230,0.05488,5.183,1,299,11
5184,113,0.38615,5.184,1,-649713,1300096
5185,111,0.124581,5.185,2,307,5
5186,201,0.013496,5.186,1,487,0
5187,117,0.061445,5.187,1,424,0
5188,215,0.061769,5.188,5,140,166
5189,219,0.052056,5.189,1,197,39
5190,115,0.120601,5.19,1,329,20
5191,210,0.071829,5.191,1,221,81
5192,106,0.117142,5.192,1,457,0
5193,119,0.024235,5.193,1,329,0
5194,112,0.307559,5.194,1,246,15
5195,215,0.016061,5.195,1,200,0
5196,221,0.036326,5.196,5,173,279
5197,207,0.044117,5.197,31,111,0
5198,208,0.046695,5.198,5,193,127
5199,116,0.048639,5.199,1,265,0
5200,223,0.099113,5.2,1,249,0
5201,222,0.055609,5.201,8,163,349
5202,124,0.597005,5.202,3,456,0
5203,111,0.16057,5.203,2,284,0
5204,203,0.183321,5.204,1,346,0
5205,124,0.502544,5.205,3,530,0
5206,118,0.122448,5.206,3,245,43
5207,232,0.223313,5.207,8,264,11
5208,102,0.266657,5.208,12,305,0
5209,215,0.033048,5.209,1,188,0
5210,233,0.032322,5.21,5,179,120
5211,113,0.132161,5.211,1,344,10
5212,213,0.046303,5.212,1,195,18
5213,113,0.15403,5.213,1,363,0
5214,222,0.205894,5.214,1,181,80
5215,214,0.049614,5.215,2,273,0
5216,203,0.03521,5.216,1,302,0
5217,100,0.044254,5.217,1,294,2
5218,116,0.06099,5.218,1,269,0
5219,215,0.015597,5.219,1,199,14
5220,233,0.07212,5.22,1,213,45
5221,107,0.365379,5.221,12,300,0
5222,114,0.117109,5.222,1,378,0
5223,106,0.139681,5.223,5,183,547
5224,118,0.069631,5.224,3,269,4
5225,212,0.217356,5.225,3,241,9
5226,214,0.039954,5.226,2,328,132
5227,122,0.080446,5.227,1,250,4
5228,112,0.219067,5.228,1,254,8
5229,223,0.045676,5.229,5,184,269
5230,207,0.030842,5.23,2,320,13
5231,112,0.253105,5.231,1,264,3
5232,220,0.119377,5.232,1,321,12
5233,221,0.027865,5.233,5,156,250
5234,209,0.166035,5.234,1,223,0
5235,205,0.086893,5.235,1,247,0
5236,200,0.064711,5.236,1,259,0
5237,215,0.036724,5.237,1,202,0
5238,212,0.139686,5.238,3,254,0
5239,228,0.155117,5.239,1,370,0
5240,108,0.038773,5.24,1,367,34
5241,213,0.069552,5.241,1,206,0
5242,213,0.042653,5.242,1,191,25
5243,103,0.022295,5.243,1,305,0
5244,107,0.338596,5.244,12,331,0
5245,217,0.025783,5.245,1,266,107
5246,113,0.109341,5.246,1,356,123
5247,233,0.039409,5.247,1,211,20
5248,214,0.028733,5.248,5,210,293
5249,209,0.346879,5.249,1,252,0
5250,223,0.030723,5.25,5,258,0
5251,220,0.056304,5.251,1,360,0
5252,209,0.20057,5.252,1,215,28
5253,220,0.041199,5.253,1,335,3
5254,121,0.035104,5.254,1,378,0
5255,104,0.563564,5.255,12,308,0
5256,212,0.232732,5.256,3,234,0
5257,221,0.053801,5.257,5,187,143
5258,228,0.056534,5.258,5,191,450
5259,205,0.120594,5.259,1,232,6
5260,112,0.2661,5.26,1,263,8
5261,119,0.039596,5.261,1,342,82
5262,201,0.020456,5.262,1,222,111
5263,101,0.268548,5.263,1,365,0
5264,117,0.011147,5.264,1,419,26
5265,217,0.216746,5.265,12,291,12
5266,107,0.389343,5.266,12,307,0
5267,213,0.030895,5.267,1,207,0
5268,113,0.046596,5.268,1,383,7
5269,210,0.087141,5.269,1,288,0
5270,214,0.059276,5.27,2,274,161
5271,123,0.017979,5.271,1,487,0
5272,123,0.033311,5.272,1,505,0
5273,202,0.012857,5.273,1,229,9
5274,104,0.369974,5.274,38,297,0
5275,203,0.033662,5.275,1,299,37
5276,116,0.015331,5.276,1,267,1
5277,234,0.101229,5.277,1,237,0
5278,210,0.154875,5.278,1,221,20
5279,233,0.245313,5.279,5,145,94
5280,122,0.089149,5.28,1,273,0
5281,231,0.12972,5.281,3,594,0
5282,213,0.012755,5.282,1,207,1
5283,217,0.194095,5.283,12,309,3
5284,201,0.07092,5.284,4,139,106
5285,221,0.059296,5.285,1,246,67
5286,121,0.011931,5.286,1,381,0
5287,210,0.081324,5.287,1,231,28
5288,200,0.04021,5.288,1,250,28
5289,111,0.255733,5.289,2,316,0
5290,101,0.046965,5.29,1,375,0
5291,222,0.077883,5.291,1,160,135
5292,100,0.043396,5.292,1,286,3
5293,207,0.028662,5.293,2,320,0
5294,201,0.018199,5.294,1,465,0
5295,205,0.155126,5.295,1,241,0
5296,219,0.037096,5.296,1,305,449
5297,220,0.06687,5.297,1,324,0
5298,205,0.138739,5.298,1,259,0
5299,203,0.05216,5.299,1,269,19
5300,210,0.066341,5.3,1,230,37
5301,112,0.270651,5.301,1,261,0
5302,200,0.328572,5.302,1,218,0
5303,220,0.083464,5.303,1,350,0
5304,112,0.230029,5.304,1,260,18
5305,121,0.027954,5.305,1,357,7
5306,202,0.014593,5.306,1,423,0
5307,207,0.054627,5.307,2,281,40
5308,215,0.122942,5.308,1,191,28
5309,210,0.118984,5.309,1,266,0
5310,232,0.224006,5.31,3,936,0
5311,208,0.049871,5.311,5,161,128
5312,207,0.028123,5.312,2,321,13
5313,103,0.019919,5.313,1,313,0
5314,223,0.073915,5.314,5,177,254
5315,222,0.137779,5.315,1,201,178
5316,202,0.043768,5.316,1,384,0
5317,117,0.047409,5.317,1,422,0
5318,102,0.19728,5.318,12,301,1
5319,119,0.026304,5.319,5,195,563
5320,210,0.083157,5.32,1,230,7
5321,119,0.030464,5.321,1,320,132
5322,116,0.424524,5.322,5,267,14
5323,220,0.079199,5.323,1,307,0
5324,112,0.36816,5.324,1,262,0
5325,209,0.309833,5.325,1,194,12
5326,213,0.056137,5.326,1,197,4
5327,234,0.109258,5.327,1,244,0
5328,223,0.016189,5.328,1,264,0
5329,221,0.055337,5.329,1,423,0
5330,108,0.041436,5.33,1,393,0
5331,112,0.220157,5.331,1,275,0
5332,118,0.130132,5.332,3,297,1
5333,122,0.070437,5.333,1,269,8
5334,117,0.013214,5.334,1,419,5
5335,106,0.053868,5.335,5,176,305
5336,106,0.180665,5.336,1,361,1
5337,208,0.025345,5.337,6,230,0
5338,101,0.14404,5.338,1,339,20
5339,208,0.036307,5.339,5,182,78
5340,230,0.131313,5.34,1,316,0
5341,207,0.102489,5.341,3,521,0
5342,109,0.01497,5.342,2,260,0
5343,112,0.235293,5.343,1,267,0
5344,208,0.069877,5.344,6,201,40
5345,107,0.358289,5.345,12,304,1
5346,102,0.217413,5.346,12,294,0
5347,114,0.087397,5.347,1,309,0
5348,121,0.042933,5.348,1,313,0
5349,200,0.077475,5.349,1,273,3
5350,118,0.126708,5.35,3,285,20
5351,215,0.036967,5.351,1,188,9
5352,109,0.016153,5.352,2,254,8
5353,109,0.012332,5.353,2,257,1
5354,202,0.014905,5.354,1,203,28
5355,105,0.062564,5.355,1,255,2
5356,203,0.243343,5.356,1,163,103
5357,234,0.123064,5.357,1,237,14
5358,214,0.051929,5.358,2,284,0
5359,210,0.081744,5.359,1,313,0
5360,100,0.015516,5.36,1,279,0
5361,200,0.142399,5.361,1,245,0
5362,205,0.087954,5.362,1,226,29
5363,119,0.035351,5.363,1,327,0
5364,202,0.015113,5.364,8,162,761
5365,101,0.245875,5.365,1,322,0
5366,200,0.042811,5.366,1,279,19
5367,109,0.012456,5.367,2,268,0
5368,109,0.031878,5.368,2,231,19
5369,208,0.068095,5.369,5,200,101
5370,201,0.013605,5.37,1,234,0
5371,222,0.075818,5.371,11,379,0
5372,115,0.120922,5.372,1,377,1
5373,222,0.233105,5.373,1,314,0
5374,123,0.038809,5.374,1,455,0
5375,205,0.034513,5.375,1,243,0
5376,214,0.067523,5.376,2,270,22
5377,118,0.090019,5.377,3,287,0
5378,231,0.166339,5.378,3,370,0
5379,203,0.06946,5.379,1,253,0
5380,222,0.090457,5.38,1,191,0
5381,223,0.006561,5.381,1,252,0
5382,205,0.191601,5.382,1,243,0
5383,213,0.058567,5.383,5,176,59
5384,233,0.087786,5.384,1,277,0
5385,209,0.036146,5.385,1,270,0
5386,221,0.208785,5.386,1,252,113
5387,122,0.072814,5.387,1,271,0
5388,107,0.348858,5.388,12,310,1
5389,212,0.358219,5.389,1,247,15
5390,205,0.083805,5.39,1,252,3
5391,200,0.188129,5.391,5,141,355
5392,121,0.0174,5.392,1,352,0
5393,210,0.125688,5.393,1,255,15
5394,214,0.03381,5.394,2,296,0
5395,207,0.02976,5.395,2,364,0
5396,101,0.183605,5.396,1,356,0
5397,228,0.086648,5.397,1,546,0
5398,203,0.104973,5.398,1,264,0
5399,213,0.079335,5.399,1,197,9
5400,220,0.044523,5.4,1,328,0
5401,215,0.060087,5.401,1,188,0
5402,201,0.015239,5.402,1,543,0
5403,217,0.051675,5.403,38,309,0
5404,217,0.209275,5.404,12,305,0
5405,109,0.010428,5.405,2,256,11
5406,215,0.025588,5.406,1,188,4
5407,117,0.006675,5.407,1,431,0
5408,100,0.029728,5.408,1,298,5
5409,200,0.051741,5.409,5,215,101
5410,105,0.088157,5.41,1,259,3
5411,222,0.090639,5.411,1,241,54
5412,219,0.073713,5.412,1,258,0
5413,221,0.03779,5.413,1,312,0
5414,230,0.173459,5.414,1,305,22
5415,217,0.2026,5.415,12,300,2
5416,202,0.083754,5.416,1,153,18
5417,233,0.121265,5.417,5,166,190
5418,213,0.046106,5.418,1,206,0
5419,201,0.237021,5.419,5,323,262
5420,116,0.021813,5.42,1,269,3
5421,112,0.272283,5.421,1,257,0
5422,115,0.067501,5.422,1,331,131
5423,122,0.070157,5.423,1,269,3
5424,209,0.078412,5.424,1,223,0
5425,119,0.048372,5.425,1,495,0
5426,217,0.218535,5.426,12,322,0
5427,223,0.017814,5.427,1,257,0
5428,208,0.136758,5.428,1,207,37
5429,106,0.531387,5.429,1,361,0
5430,106,0.042531,5.43,5,177,262
5431,231,0.136159,5.431,3,343,0
5432,222,0.198642,5.432,1,300,4
5433,234,0.113667,5.433,1,235,14
5434,118,0.13365,5.434,3,249,0
5435,221,0.047039,5.435,1,269,13
5436,115,0.112774,5.436,1,356,0
5437,109,0.015713,5.437,2,257,10
5438,223,0.053928,5.438,5,249,0
5439,220,0.068406,5.439,1,309,18
5440,233,0.072995,5.44,1,277,0
5441,210,0.11077,5.441,1,313,0
5442,210,0.047718,5.442,1,178,135
5443,210,0.056378,5.443,1,338,0
5444,113,0.093815,5.444,1,397,0
5445,111,0.066396,5.445,2,302,0
5446,118,0.114259,5.446,3,281,0
5447,230,0.061082,5.447,1,242,6
5448,200,0.024092,5.448,5,187,238
5449,103,0.021643,5.449,1,308,23
5450,119,0.027473,5.45,1,315,0
5451,208,0.033186,5.451,1,297,0
5452,233,0.065742,5.452,1,214,1
5453,213,0.064327,5.453,1,195,7
5454,100,0.05562,5.454,1,287,0
5455,210,0.141574,5.455,1,299,0
5456,219,0.038564,5.456,1,296,27
5457,209,0.489144,5.457,1,214,0
5458,205,0.035564,5.458,6,245,0
5459,118,0.064803,5.459,3,273,3
5460,103,0.013517,5.46,1,316,0
5461,108,0.048849,5.461,1,373,12
5462,214,0.036023,5.462,2,488,0
5463,223,0.013034,5.463,1,245,9
5464,119,0.095529,5.464,1,319,0
5465,208,0.052118,5.465,6,197,9
5466,116,0.043793,5.466,1,258,3
5467,105,0.099176,5.467,1,267,0
5468,114,0.365084,5.468,1,342,0
5469,201,0.022827,5.469,1,210,78
5470,220,0.040339,5.47,1,326,0
5471,231,0.170331,5.471,3,340,0
5472,103,0.013258,5.472,1,318,2
5473,203,0.069805,5.473,1,373,0
5474,208,0.087915,5.474,1,218,0
5475,107,0.439798,5.475,12,313,0
5476,116,0.014838,5.476,1,286,0
5477,203,0.111521,5.477,1,223,0
5478,112,0.325916,5.478,1,262,3
5479,109,0.015892,5.479,2,266,9
5480,124,0.519024,5.48,3,414,32
5481,217,0.217388,5.481,12,316,0
5482,223,0.012512,5.482,1,237,18
5483,231,0.173081,5.483,3,338,36
5484,103,0.016379,5.484,1,320,0
5485,215,0.025098,5.485,1,202,0
5486,233,0.087148,5.486,1,216,57
5487,108,0.076294,5.487,1,328,0
5488,104,0.052501,5.488,38,282,24
5489,234,0.13615,5.489,1,247,0
5490,200,0.282421,5.49,1,270,5
5491,212,0.201109,5.491,3,228,0
5492,102,0.204609,5.492,12,289,2
5493,122,0.197486,5.493,1,247,0
5494,205,0.266617,5.494,1,251,0
5495,213,0.037153,5.495,1,247,0
5496,116,0.04228,5.496,1,269,13
5497,213,0.037274,5.497,1,201,0
5498,109,0.012695,5.498,2,246,19
5499,207,0.06058,5.499,2,327,49
5500,203,0.133907,5.5,1,244,0
5501,208,0.053573,5.501,6,219,0
5502,203,0.097134,5.502,1,158,58
5503,219,0.047905,5.503,1,305,0
5504,208,0.023576,5.504,1,212,4
5505,107,0.38891,5.505,12,317,0
5506,200,0.120615,5.506,5,151,272
5507,109,0.012029,5.507,2,269,0
5508,203,0.083764,5.508,1,262,0
5509,208,0.165616,5.509,1,209,38
5510,219,0.046569,5.51,1,206,267
5511,202,0.030224,5.511,1,194,130
5512,103,0.097082,5.512,1,335,0
5513,111,0.112136,5.513,2,326,0
5514,210,0.132857,5.514,1,339,0
5515,231,0.141368,5.515,3,322,55
5516,115,0.0845,5.516,1,344,0
5517,207,0.034881,5.517,2,295,0
5518,104,0.45445,5.518,12,283,12
5519,213,0.052272,5.519,1,201,4
5520,233,0.273818,5.52,5,147,211
5521,214,0.094189,5.521,5,165,475
5522,212,0.346071,5.522,1,253,0
5523,200,0.46548,5.523,1,303,0
5524,200,0.067295,5.524,1,245,14
5525,103,0.018809,5.525,1,331,0
5526,214,0.034525,5.526,2,253,34
5527,210,0.069434,5.527,1,252,38
5528,105,0.104798,5.528,1,257,0
5529,105,0.104656,5.529,1,227,15
5530,233,0.06555,5.53,1,256,0
5531,101,0.101404,5.531,1,367,0
5532,210,0.03833,5.532,1,258,68
5533,210,0.051635,5.533,1,271,26
5534,122,0.096603,5.534,1,255,18
5535,124,0.199051,5.535,3,370,0
5536,100,0.065616,5.536,1,275,5
5537,230,0.144121,5.537,1,263,0
5538,221,0.147182,5.538,1,400,0
5539,208,0.055904,5.539,1,277,0
5540,223,0.011874,5.54,1,321,0
5541,213,0.043674,5.541,1,206,0
5542,205,0.21629,5.542,1,264,9
5543,122,0.056385,5.543,1,278,0
5544,209,0.132464,5.544,1,216,26
5545,115,0.088517,5.545,1,321,24
5546,205,0.120011,5.546,1,237,0
5547,230,0.055205,5.547,1,277,0
5548,223,0.015357,5.548,1,319,0
5549,106,0.235223,5.549,1,377,34
5550,112,0.340925,5.55,1,270,0
5551,112,0.274,5.551,1,257,0
5552,102,0.24192,5.552,12,292,3
5553,233,0.053391,5.553,1,209,10
5554,230,0.085265,5.554,1,291,16
5555,228,0.104414,5.555,1,341,0
5556,208,0.045501,5.556,6,212,26
5557,215,0.023492,5.557,1,190,0
5558,115,0.045361,5.558,1,308,0
5559,219,0.047474,5.559,1,302,0
5560,202,0.006101,5.56,8,161,228
5561,102,0.243363,5.561,12,291,13
5562,107,0.33228,5.562,12,301,12
5563,230,0.114389,5.563,1,316,26
5564,233,0.057811,5.564,1,218,0
5565,102,0.251448,5.565,12,312,0
5566,220,0.084443,5.566,1,333,10
5567,203,0.351456,5.567,1,142,55
5568,207,0.058371,5.568,2,278,13
5569,201,0.016998,5.569,1,160,193
5570,234,0.126314,5.57,1,230,9
5571,106,0.324636,5.571,1,312,0
5572,228,0.094102,5.572,1,313,30
5573,107,0.30993,5.573,12,299,8
5574,234,0.159275,5.574,1,254,0
5575,116,0.084691,5.575,1,258,4
5576,207,0.035841,5.576,2,285,0
5577,222,0.170287,5.577,1,163,54
5578,208,0.047773,5.578,5,212,126
5579,202,0.013851,5.579,1,330,14
5580,116,0.025347,5.58,1,284,0
5581,104,0.028131,5.581,38,322,0
5582,221,0.097945,5.582,1,463,0
5583,205,0.187283,5.583,1,261,2
5584,106,0.415204,5.584,1,320,20
5585,234,0.170516,5.585,1,234,11
5586,124,0.550594,5.586,3,425,0
5587,209,0.073824,5.587,1,252,0
5588,200,0.046455,5.588,1,266,77
5589,202,0.040696,5.589,1,396,0
5590,213,0.069389,5.59,5,194,18
5591,100,0.053925,5.591,1,279,31
5592,223,0.009636,5.592,1,256,5
5593,203,0.139945,5.593,1,208,11
5594,115,0.08898,5.594,1,289,44
5595,200,0.062155,5.595,5,179,293
5596,109,0.012418,5.596,2,258,0
5597,103,0.138707,5.597,1,286,0
5598,209,0.045266,5.598,1,198,62
5599,222,0.035306,5.599,11,350,0
5600,113,0.119407,5.6,1,384,0
5601,212,0.221163,5.601,3,234,18
5602,122,0.048367,5.602,1,268,1
5603,205,0.103572,5.603,1,240,0
5604,119,0.022365,5.604,1,344,0
5605,115,0.135098,5.605,1,359,0
5606,112,0.31695,5.606,1,252,11
5607,230,0.164737,5.607,1,304,19
5608,223,0.007857,5.608,1,244,1
5609,208,0.065935,5.609,1,213,46
5610,122,0.123436,5.61,1,256,10
5611,102,0.093395,5.611,12,321,0
5612,113,0.118301,5.612,1,363,58
5613,107,0.297937,5.613,12,322,0
5614,100,0.05082,5.614,1,274,1
5615,112,0.23587,5.615,1,255,19
5616,234,0.132041,5.616,1,230,10
5617,233,0.038596,5.617,1,287,0
5618,209,0.183679,5.618,1,282,0
5619,115,0.114599,5.619,1,352,51
5620,109,0.010343,5.62,2,268,0
5621,113,0.092328,5.621,1,411,0
5622,210,0.0737,5.622,1,325,0
5623,112,0.307663,5.623,1,247,18
5624,107,0.3351,5.624,12,293,20
5625,124,0.182511,5.625,3,409,0
5626,117,0.014618,5.626,1,432,0
5627,109,0.015506,5.627,2,227,26
5628,105,0.07855,5.628,1,267,3
5629,122,0.140273,5.629,1,246,0
5630,107,0.332255,5.63,12,301,6
5631,215,0.051585,5.631,1,204,0
5632,208,0.038476,5.632,6,225,18
5633,123,0.023398,5.633,1,406,77
5634,114,0.399028,5.634,1,307,0
5635,123,0.014789,5.635,1,449,5
5636,209,0.030784,5.636,1,241,0
5637,220,0.058029,5.637,1,338,0
5638,114,0.590794,5.638,1,338,37
5639,124,0.205274,5.639,3,398,0
5640,117,0.034703,5.64,1,428,0
5641,205,0.132329,5.641,1,256,0
5642,203,0.028222,5.642,1,261,36
5643,213,0.025985,5.643,1,201,11
5644,205,0.218034,5.644,1,263,15
5645,106,0.089443,5.645,5,171,324
5646,201,0.018474,5.646,1,446,0
5647,112,0.270522,5.647,1,250,19
5648,122,0.077407,5.648,1,267,0
5649,205,0.131237,5.649,1,228,0
5650,106,0.256334,5.65,1,383,44
5651,234,0.072509,5.651,1,235,0
5652,118,0.104713,5.652,3,314,0
5653,230,0.075803,5.653,1,324,0
5654,208,0.03556,5.654,1,198,5
5655,109,0.013522,5.655,2,255,0
5656,103,0.087455,5.656,1,324,0
5657,214,0.047915,5.657,2,318,0
5658,208,0.060212,5.658,1,292,0
5659,106,0.335445,5.659,1,461,0
5660,105,0.071111,5.66,1,243,0
5661,219,0.049204,5.661,1,297,0
5662,223,0.011582,5.662,1,247,13
5663,104,0.351682,5.663,12,287,0
5664,112,0.215175,5.664,1,253,4
5665,114,0.650294,5.665,1,301,0
5666,116,0.033984,5.666,1,259,19
5667,103,0.02825,5.667,1,314,0
5668,102,0.263046,5.668,12,307,0
5669,108,0.237602,5.669,1,332,22
5670,200,0.033158,5.67,1,389,0
5671,124,0.437598,5.671,3,403,43
5672,104,0.481145,5.672,12,281,13
5673,103,0.01912,5.673,1,312,0
5674,114,0.395844,5.674,1,356,0
5675,107,0.420889,5.675,12,317,0
5676,210,0.102711,5.676,1,227,0
5677,113,0.176008,5.677,1,409,0
5678,105,0.144954,5.678,1,233,7
5679,103,0.014943,5.679,1,306,17
5680,207,0.019387,5.68,2,353,0
5681,213,0.087784,5.681,6,202,0
5682,234,0.087883,5.682,1,241,0
5683,108,0.103538,5.683,1,358,0
5684,123,0.03585,5.684,1,356,18
5685,205,0.109608,5.685,1,246,0
5686,220,0.041724,5.686,1,349,0
5687,109,0.018123,5.687,2,262,0
5688,223,0.010857,5.688,1,274,0
5689,100,0.063102,5.689,1,287,19
5690,219,0.054416,5.69,1,202,213
5691,221,0.045926,5.691,1,267,39
5692,112,0.255587,5.692,1,261,4
5693,117,0.05007,5.693,1,423,0
5694,233,0.056189,5.694,1,273,0
5695,109,0.013781,5.695,2,256,12
5696,221,0.047996,5.696,1,243,0
5697,217,0.21033,5.697,12,298,0
5698,213,0.05064,5.698,1,194,10
5699,234,0.077762,5.699,1,236,11
