"","Id.Latido","Registro","Error","Time","Position","Frecuency","Channels","Order","C1_Position","C1_Error","C1_ErrorRMSE","C1_ErrorNRMSD","C1_ErrorAbsMax","C1_MDL","C1_FSS","C1_ESC","C1_VAR","C1_BIC","C1_AIC","C1_Sigma","C1_H0","C1_H1","C1_H2","C1_H3","C1_H4","C1_H5","C2_Position","C2_Error","C2_ErrorRMSE","C2_ErrorNRMSD","C2_ErrorAbsMax","C2_MDL","C2_FSS","C2_ESC","C2_VAR","C2_BIC","C2_AIC","C2_Sigma","C2_H0","C2_H1","C2_H2","C2_H3","C2_H4","C2_H5","Type"
"1539",1538,208,0.05637413,192599463,331745,360,2,6,331745,0.0005205274,1.5771407,0.0045582103,4.047324,84.45444,358.18167,688113,2.2292016,145.4516,131.26494,4.680001,803.6645,-28.52899,-196.10011,-23.23931,38.372963,24.42316,331745,0.0558536,1.9277458,0.043812405,5.948808,66.13368,535.13336,9581,3.3846774,174.35785,160.17119,6.4800014,-83.57088,23.952688,22.167692,-15.467401,9.066619,25.984509,1
"1540",1539,208,0.026295668,192554154,331960,360,2,6,331960,0.019979168,17.698835,0.048623174,74.11359,60.96901,45107.824,2257743,314.53058,493.53745,479.35077,8.280002,1237.0142,385.8768,510.9813,314.8763,343.75052,234.76953,331960,0.0063164993,6.2416253,0.025580432,32.243904,65.38516,5609.9355,888140,38.938,343.52722,329.34058,7.920002,-904.5826,25.49317,-223.02414,3.0004833,-87.806,-78.43244,5
"1541",1540,208,0.024489982,192555221,332190,360,2,6,332190,0.0124264,15.111538,0.040841993,58.23147,63.699215,32883.633,2646272,226.15245,470.75864,456.57196,8.280002,1384.2527,358.6787,539.8658,343.01065,339.44058,210.3598,332190,0.012063582,8.343244,0.033372976,25.62313,69.48184,10023.8,830914,69.98327,374.34155,360.1549,13.319997,-892.6805,-3.5469527,137.22261,-25.955719,40.31862,53.573227,5
"1542",1541,208,0.09782385,225929628,332497,360,2,6,332497,0.004849369,4.625893,0.012994082,13.000004,100.13484,3081.4395,635431,16.428883,300.40366,286.21698,3.6000004,779.8998,-89.61698,-117.826225,-13.618769,-42.398422,14.448637,332497,0.092974484,2.06383,0.050337315,5.9617386,71.585815,613.35266,6597,3.6446543,184.18039,169.99373,6.1200013,-42.563282,49.87647,8.99413,-20.575977,18.379244,29.02222,1
"1543",1542,208,0.04091555,193139536,332702,360,2,6,332702,0.024889253,19.535946,0.052515984,74.71612,60.910698,54958.06,2208104,379.49426,507.79623,493.6096,8.280002,1247.103,407.48447,475.7529,284.66547,297.87625,189.02542,332702,0.016026296,8.323347,0.0371578,40.601097,64.65225,9976.049,622480,67.147484,384.98685,370.8002,7.560002,-753.42285,36.897255,-178.58493,5.1027613,-64.9797,-85.76356,5
"1544",1543,208,0.01885207,192769491,332893,360,2,6,332893,0.011631476,13.923473,0.042841457,43.486237,62.945343,27916.285,2400064,195.19531,458.54596,444.3593,8.640001,1264.4271,447.6668,479.19305,389.78384,360.90292,247.30176,332893,0.0072205947,5.538786,0.02728466,21.406832,64.475105,4417.654,611813,30.847855,326.26422,312.07755,8.280002,-761.6402,-22.858204,-114.36187,-56.56496,-58.748642,-83.95069,5
"1545",1544,208,0.14275593,192846362,333218,360,2,6,333218,0.0064772447,5.4299474,0.015784731,14,100.00033,4245.743,655486,22.541496,323.4811,309.29443,3.9600005,795.32544,-47.08487,-126.48599,-14.831345,-15.284559,5.348888,333218,0.13627867,3.0912125,0.06308597,9.905563,62.9754,1376.0057,10097,8.681689,242.35614,228.16948,7.2000017,-61.454926,38.516693,42.981583,-8.10544,22.221487,32.46293,1
"1546",1545,208,0.043789394,192956211,333413,360,2,6,333413,0.029235262,20.287477,0.053812936,64.72591,66.19358,59267.77,2027270,414.29843,502.6137,488.42703,12.239998,1298.6936,469.20554,91.73456,-66.811516,-137.39505,-171.71768,333413,0.014554132,8.278496,0.035530023,37.270042,65.62635,9868.822,678077,65.957664,384.2102,370.02353,7.2000017,-785.5975,40.447536,-190.13187,-10.790072,-81.36284,-80.76184,5
"1547",1546,208,0.024754912,192789075,333583,360,2,6,333583,0.014488275,15.808783,0.044911314,51.84522,62.52507,35988.137,2483949,249.76114,477.0482,462.8615,8.640001,1263.0461,574.00024,492.2071,376.69153,308.88992,208.85919,333583,0.0102666365,6.0656867,0.032787494,22.895603,63.62981,5298.1284,516053,36.797386,339.3486,325.16196,8.280002,-686.67474,-48.56077,-122.87422,-91.85023,-77.81262,-85.353806,5
"1548",1547,208,0.06423047,192933387,333893,360,2,6,333893,0.009886723,7.0133,0.019924147,19.00717,89.725105,7082.8384,716399,39.38203,360.32767,346.141,4.3200006,822.8363,-90.06231,-152.29611,-18.176588,-19.384596,15.65508,333893,0.054343753,1.9593774,0.043541722,7.907882,61.860962,552.839,10173,3.6555274,176.70088,162.51422,7.2000017,-78.68351,34.04486,23.814936,-13.573231,19.912317,33.498253,1
"1549",1548,208,0.016748795,192119245,334120,360,2,6,334120,0.0045950077,7.9471726,0.015674897,27,71.17004,9094.6875,1979254,59.8155,378.3288,364.14212,4.680001,1231.2784,466.07687,459.9171,-106.68771,9.379032,-117.86177,334120,0.012153788,7.316997,0.029987693,21.999975,79.33544,7709.5366,634332,45.69751,366.43207,352.2454,5.400001,-753.8868,64.27404,-152.56435,171.0446,-34.67032,20.302673,6
"1550",1549,208,0.025264122,225352325,334301,360,2,6,334301,0.016688585,16.522041,0.04477518,65.6752,62.145065,39308.812,2355431,272.28033,483.4544,469.26773,8.640001,1329.1989,366.6858,422.6259,324.3615,295.86182,208.65501,334301,0.008575537,6.5453496,0.02883414,31.08554,64.633934,6169.19,719394,42.636955,350.34003,336.15338,8.280002,-822.9178,-50.38897,-136.55911,-61.935028,-82.10544,-65.31958,5
"1551",1550,208,0.13681659,192524760,334587,360,2,6,334587,0.006411923,5.3107777,0.015438307,15,89.07817,4061.4275,633418,22.878674,320.28555,306.0989,3.6000004,782.65393,74.967735,-94.1204,-27.110714,-39.73519,-4.0749435,334587,0.13040467,3.0866957,0.061733913,10.98934,63.95952,1371.9875,10521,8.591049,242.14583,227.95917,6.4800014,-66.478134,48.164944,15.59856,-23.65447,3.7543705,39.910694,1
"1552",1551,208,0.029279772,193080039,334806,360,2,6,334806,0.0059609953,6.5411353,0.015427206,18.003376,94.084785,6161.249,1033594,33.762814,350.2912,336.10455,4.3200006,990.31793,88.516464,-193.4988,-33.776455,-10.780492,12.999136,334806,0.023318777,3.8592193,0.027965358,10.998073,73.435234,2144.6746,91972,13.077536,274.3102,260.12354,6.1200013,-259.83423,38.950523,126.8217,-59.72477,-4.309521,33.571266,6
"1553",1552,208,0.026197974,193052206,334968,360,2,6,334968,0.012981357,15.363218,0.038504306,54.93094,63.35852,33988.1,2618224,234.3883,473.24313,459.05646,7.560002,1422.1743,288.1932,485.5917,316.9579,325.6736,190.46284,334968,0.013216616,7.2202697,0.034712836,31.523958,66.19802,7507.051,568001,50.034206,364.51422,350.32755,7.560002,-715.6716,38.052746,-177.70914,-54.62815,-98.66021,-50.61185,5
"1554",1553,208,0.02324744,192458596,335176,360,2,6,335176,0.011895695,14.247318,0.040823262,48.503506,63.29744,29229.994,2457191,202.48671,462.35162,448.16498,7.920002,1297.7385,405.55396,524.69354,360.17163,341.98267,239.54715,335176,0.011351746,7.3928776,0.032142945,22.233818,70.65665,7870.2676,693309,54.992577,355.3933,341.20663,12.5999975,-815.5118,-10.145737,116.51763,-29.201307,44.671673,62.062767,5
"1555",1554,208,0.16865036,192697305,335526,360,2,6,335526,0.007025438,5.588016,0.015875045,15,94.31287,4496.533,640036,24.532585,327.61316,313.4265,3.9600005,776.65625,63.39082,-158.53145,-41.621483,-37.763336,5.9718065,335526,0.16162492,3.0891109,0.07020707,8.969285,65.131,1374.1351,8502,8.450037,242.25842,228.07176,6.8400016,-57.20516,38.646374,29.08924,-18.070448,15.219906,30.94386,1
"1556",1555,208,0.03266069,192553316,335710,360,2,6,335710,0.021113686,18.516432,0.050180033,69.702,61.06844,49371.59,2338369,342.83325,500.0737,485.88702,8.280002,1289.7355,417.5712,487.6178,287.6483,314.3448,178.57042,335710,0.011547004,7.0252786,0.033138108,29.24065,64.14953,7107.0537,615489,48.78272,360.561,346.37433,7.920002,-757.7768,-5.9851246,-145.20026,-45.440857,-60.774353,-85.31699,5
"1557",1556,208,0.03287901,192790430,335970,360,2,6,335970,0.0010221882,2.21891,0.0064503197,7,71.65756,708.9928,693603,4.9293885,194.61357,180.42691,3.2400002,830.3307,33.54566,21.109375,-31.992392,-27.625702,-9.352355,335970,0.03185682,1.6463549,0.035028826,5.996493,67.74083,390.30975,12252,2.4791489,151.63643,137.44977,6.1200013,-102.49483,17.121582,14.131923,-11.97491,-2.4324477,26.726824,1
"1558",1557,208,0.043145563,192943273,336198,360,2,6,336198,0.000678394,1.7880875,0.0053058974,5.9998374,84.49991,460.40497,678669,2.8411622,163.52837,149.3417,4.680001,800.6923,-16.271023,-187.18289,-15.534291,35.716034,16.768993,336198,0.04246717,1.5400238,0.038500596,4.6894298,71.91042,341.52097,8042,2.0714772,142.02216,127.835495,6.1200013,-74.29422,29.16788,5.258092,-23.132658,5.596137,27.129278,1
"1559",1558,208,0.03838657,239177428,336416,360,2,6,336416,0.028143793,19.838629,0.054203905,79.33198,59.983276,56674.254,2013739,393.85025,510.04443,495.8578,7.920002,1158.0898,407.68195,453.8147,308.5506,299.57733,242.46667,336416,0.010242773,7.555728,0.03135157,36.231674,64.8538,8220.819,802597,56.233204,371.04538,356.8587,7.920002,-860.94586,39.18536,-196.06174,-9.979638,-83.00251,-78.633736,5
"1560",1559,208,0.017601257,192533268,336617,360,2,6,336617,0.011556538,14.436205,0.043879043,46.899414,64.3638,30010.18,2596814,209.74812,461.25125,447.0646,9.360001,1295.705,551.59924,503.2609,397.83017,344.98297,230.51384,336617,0.0060447194,5.177259,0.026686901,24.640797,65.54677,3859.777,638537,26.99102,315.57495,301.38828,9.000001,-765.7827,-60.797684,-135.8613,-109.4713,-73.99428,-92.953064,5
"1561",1560,208,0.21139133,192852564,336941,360,2,6,336941,0.07604562,18.48597,0.05050811,48.938953,78.950485,49209.273,647102,279.32065,499.893,485.70633,5.400001,677.3657,-52.73404,-368.44366,-21.44424,-0.22417203,-8.760175,336941,0.13534571,3.9029438,0.07505661,12.561126,58.338684,2193.5479,16207,15.235324,270.18793,256.00128,10.799999,-17.682442,42.727783,99.68716,19.35903,18.986784,34.67444,1
"1562",1561,208,0.03155383,193007590,337141,360,2,6,337141,0.021922216,17.410328,0.050907392,59.597755,60.745384,43649.215,1991095,303.88394,491.18958,477.0029,8.280002,1159.3566,427.98947,437.28085,316.78055,297.7398,199.87488,337141,0.009631615,7.03649,0.03007047,29.664743,64.10832,7129.755,740245,49.361633,360.79996,346.6133,7.560002,-832.6899,-21.302237,-157.2384,-51.388012,-51.060818,-96.525764,5
"1563",1562,208,0.14425436,192869352,337401,360,2,6,337401,0.0027303586,3.701578,0.010339603,12,84.768326,1973.0417,722631,11.679837,268.3046,254.11792,3.2400002,847.908,14.337518,3.551292,-21.547039,-31.932632,-2.7822142,337401,0.141524,3.4605615,0.06408447,13.988278,61.419342,1724.47,12185,11.025875,258.6093,244.42264,6.4800014,-84.12612,34.50951,18.652979,-9.420354,9.237299,40.870747,1
"1564",1563,208,0.16172941,192470301,337625,360,2,6,337625,0.0017843117,2.87472,0.008075057,9,93.884,1190.0182,666934,6.690508,231.90082,217.71416,3.6000004,805.4141,87.5343,-68.02889,-50.656544,-45.756084,-10.105101,337625,0.1599451,3.1898897,0.06934543,8.509198,59.974335,1465.2571,9161,9.458729,246.87982,232.69316,7.560002,-61.053394,21.33721,45.44877,-9.971775,14.297614,33.815678,1
"1565",1564,208,0.036912855,192627642,337820,360,2,6,337820,0.022661725,19.166862,0.050175034,61.38199,60.620174,52901.08,2334380,368.29614,505.08456,490.8979,7.920002,1234.6316,525.95935,448.69156,366.232,318.31393,209.18074,337820,0.014251129,8.282822,0.0350967,31.30103,61.94426,9879.139,693218,69.07825,384.28534,370.0987,7.2000017,-801.1806,-36.535347,-153.58005,-60.559803,-57.36501,-97.81867,5
"1566",1565,208,0.026617266,193113957,338022,360,2,6,338022,0.015981993,16.706514,0.04577127,59.312508,62.139328,40191.5,2514799,278.8298,485.2197,471.03302,8.280002,1315.9493,440.01886,499.69376,362.11948,344.0752,223.73369,338022,0.010635274,7.5736256,0.032228194,35.700184,64.85437,8259.812,776643,56.418427,371.39328,357.2066,7.560002,-839.4672,-36.73675,-212.63062,-52.538757,-77.95958,-90.98832,5
"1567",1566,208,0.09373256,226746242,338359,360,2,6,338359,0.0018039015,3.0838988,0.008786037,10.999969,81.12904,1369.5022,759189,8.446559,242.01529,227.82863,3.6000004,869.0089,17.244896,-6.0658207,-38.211338,-29.032621,-2.4427729,338359,0.09192865,2.583116,0.056154698,9.256018,58.58591,960.8383,10452,6.452487,216.45583,202.26917,8.280002,-70.801125,32.784813,44.774334,-3.2984989,14.453727,34.336372,1
"1568",1567,208,0.033388563,193053104,338566,360,2,6,338566,0.024143882,19.72882,0.05164613,72.5263,60.438988,56048.598,2321441,389.98962,509.20444,495.01776,8.280002,1254.3276,466.38336,505.40912,296.37003,294.19287,211.46768,338566,0.009244679,7.2760477,0.0321949,29.268843,63.592583,7623.4854,824635,53.229507,365.5802,351.39355,8.280002,-871.2104,19.895796,-212.05678,-18.750233,-72.83068,-83.57518,5
"1569",1568,208,0.013729482,192142578,338755,360,2,6,338755,0.009061108,12.061368,0.037341695,38.49344,63.86195,20948.63,2311928,146.35254,437.86108,423.67444,8.640001,1288.0646,432.6432,433.0613,339.40906,307.10233,218.25801,338755,0.0046683736,4.0115943,0.022664374,13.13591,66.01457,2317.376,496399,16.189728,279.7329,265.54623,8.280002,-682.43146,-22.089119,-109.72893,-57.624702,-73.36157,-84.48529,5
"1570",1569,208,0.09353472,192886385,339089,360,2,6,339089,0.008196541,6.542289,0.018022833,19.000004,94.213585,6163.422,751954,33.547047,350.3166,336.12994,4.3200006,848.5154,-27.211378,-154.3769,-30.295162,-9.088523,15.463125,339089,0.08533818,3.1506333,0.05527427,8.712038,58.04497,1429.4146,16750,9.801814,243.92627,229.73961,10.08,-84.80752,18.739426,84.328926,9.177976,3.629392,23.839579,1
"1571",1570,208,0.023289468,192966881,339293,360,2,6,339293,0.017171327,16.847492,0.047998555,64.22828,61.68895,40872.668,2380286,284.45798,486.28763,472.10095,8.640001,1288.1522,415.08405,516.752,318.19305,324.12552,185.59447,339293,0.006118141,6.078442,0.025865711,27.341618,65.4758,5320.4336,869616,36.940285,339.6602,325.47354,8.280002,-899.9334,8.648439,-200.56607,-38.607746,-74.14696,-84.414764,5
"1572",1571,208,0.10128416,192850367,339555,360,2,6,339555,0.0015913931,2.7505403,0.0075357268,8,86.31093,1089.428,684575,6.46584,225.54208,211.35542,3.6000004,817.3798,-29.184845,-113.69575,-20.174856,-33.69468,7.412454,339555,0.09969277,2.408069,0.05123551,7.975531,65.45728,835.0266,8376,5.2080545,206.39407,192.20741,6.1200013,-56.070267,41.1392,22.47114,-22.186625,15.123781,38.45433,1
"1573",1572,208,0.027775988,192500285,339772,360,2,6,339772,0.006873728,5.3006406,0.014642654,13.993423,103.337585,4045.938,588609,21.135893,320.01044,305.8238,3.9600005,734.37646,-45.18416,-204.95656,-29.209356,-16.384462,9.163366,339772,0.02090226,1.1128607,0.026496682,2.998555,72.8338,178.33807,8532,1.0966073,95.24174,81.05508,5.400001,-79.95071,29.975897,2.798895,-21.842674,4.2813883,23.658533,1
"1574",1573,208,0.037198104,192458659,339975,360,2,6,339975,0.010668206,11.837577,0.023120267,31.999884,84.467514,20178.463,1891458,115.72841,435.70743,421.52075,5.040001,1332.3119,-95.52737,-23.503899,-269.6714,114.23134,-27.837608,339975,0.026529899,10.233403,0.040933613,36.371674,61.55435,15080.046,568417,105.416145,411.89447,397.7078,11.879998,-606.8975,305.2617,270.76767,-117.26927,-4.848139,68.823845,6
"1575",1574,208,0.01776816,192623522,340144,360,2,6,340144,0.011615926,14.679851,0.035717398,49.954754,63.916477,31031.715,2671480,213.59479,466.69473,452.50806,7.2000017,1436.2017,238.09152,490.4559,300.27567,370.146,231.00658,340144,0.006152232,4.5950894,0.024441965,17.582067,70.922264,3040.5378,494217,19.821869,299.4368,285.25015,7.560002,-666.9091,53.35694,-160.45596,-49.099144,-108.95594,-59.442955,5
"1576",1575,208,0.09068502,229708188,340451,360,2,6,340451,0.0036724687,4.358428,0.011908273,13.0327635,96.50485,2735.409,744842,14.931494,291.8273,277.64066,4.3200006,841.94946,6.736753,-174.14569,-49.552387,-7.0676937,18.710276,340451,0.08701255,3.2506287,0.054177146,9.986898,57.608284,1521.5885,17487,10.389377,249.31668,235.13002,9.360001,-96.062805,4.6247315,77.78631,6.702558,5.557956,24.278236,1
"1577",1576,208,0.046403218,193135942,340678,360,2,6,340678,0.0318314,23.045599,0.056902714,88.3559,61.755257,76478.34,2402607,517.3435,531.6364,517.4497,7.560002,1277.6416,384.67737,500.9605,340.3531,327.0728,268.3404,340678,0.01457182,8.741795,0.037199125,35.27595,67.24135,11004.333,755179,72.25282,392.05167,377.865,7.2000017,-812.76733,14.827333,-247.61775,-3.9004087,-134.2674,-63.29809,5
"1578",1577,208,0.013114216,192560672,340847,360,2,6,340847,0.00655413,10.498952,0.032304466,35.88477,65.10874,15872.831,2421806,110.430855,418.23737,404.0507,8.280002,1349.4395,321.51486,479.17065,347.00897,311.53876,185.73613,340847,0.0065600863,4.76954,0.026206262,21.558937,67.804726,3275.7856,499351,22.047306,304.8031,290.61642,7.560002,-671.5988,-19.10914,-173.85779,-52.475178,-89.24827,-60.98805,5
"1579",1578,208,0.041907564,192931106,341209,360,2,6,341209,0.008956885,7.0005603,0.018768258,21.000004,94.39635,7057.13,787900,38.31151,360.06586,345.87918,4.3200006,864.50665,-62.27789,-167.42064,-29.784042,-18.791504,17.960068,341209,0.03295068,1.8855954,0.03557727,5.9927516,72.318146,511.9877,15538,3.118656,171.17435,156.98769,6.4800014,-112.43735,23.74638,30.789814,-13.504105,10.575888,24.036272,1
"1580",1579,208,0.034619473,192916657,341406,360,2,6,341406,0.019613296,17.715675,0.046376113,69.24357,61.461517,45193.703,2304238,313.32214,493.74286,479.55618,7.920002,1312.8687,311.89307,424.18686,340.14423,297.9687,231.78789,341406,0.015006176,9.072131,0.034626454,44.64685,64.05992,11851.713,789789,80.54681,397.3914,383.2047,7.560002,-860.96027,-57.289692,-131.72795,-69.98396,-56.436897,-89.26134,5
"1581",1580,208,0.11404423,192665059,341684,360,2,6,341684,0.0015597673,2.5380907,0.007833613,6.1558595,96.09593,927.63416,594726,5.161228,213.9666,199.77994,4.680001,736.1685,63.79659,-211.04533,-26.435621,45.131866,22.551693,341684,0.11248446,2.6089983,0.044982728,7.0184608,91.53,980.18964,8714,5.157905,217.93442,203.74776,3.2400002,-34.597534,79.37582,7.1136727,12.758412,-3.2312267,-3.5324528,1
"1582",1581,208,0.022027895,192843445,341907,360,2,6,341907,0.0014250552,2.5314004,0.007253296,8,92.60029,922.7503,647519,5.255617,213.58652,199.39986,3.6000004,797.1797,28.849781,-86.09029,-24.139614,-47.68955,-0.020682242,341907,0.020602839,1.2798147,0.022853835,4.99876,66.71506,235.8613,11448,1.5373598,115.37026,101.1836,5.400001,-67.309944,68.295685,-9.406149,-36.68101,-16.562874,17.575747,1
"1583",1582,208,0.052924342,192584663,342125,360,2,6,342125,0.026339049,20.88045,0.039248966,66.986046,68.577934,62783.02,2383648,398.20187,517.4324,503.24573,6.4800014,1421.2423,-375.16003,-75.47283,-366.3627,129.84215,-58.425434,342125,0.026585294,11.498323,0.044740558,30.89996,65.843285,19038.447,716127,132.851,421.87125,407.6846,13.319997,-640.2745,469.07663,239.03917,-82.89029,36.556866,41.917915,6
"1584",1583,208,0.019573323,192711229,342293,360,2,6,342293,0.011138702,14.366924,0.038311798,48.084034,63.763466,29722.824,2668428,205.28432,463.47025,449.28357,8.280002,1423.1412,331.66397,483.19128,340.85727,326.33414,217.30582,342293,0.008434622,6.5120873,0.028561786,26.541023,65.6182,6106.649,723998,41.72535,349.6297,335.44302,7.920002,-816.22906,-8.676085,-162.35034,-58.298576,-117.34586,-89.77555,5
"1585",1584,208,0.112256214,238256758,342568,360,2,6,342568,0.025722438,10.931794,0.030535737,30.999403,93.29714,17208.594,669011,92.16681,424.2445,410.05786,4.680001,766.5972,-74.466866,-241.83481,4.5564456,-8.518705,2.8973496,342568,0.08653378,3.6423495,0.04922094,14.161338,59.254387,1910.4062,22077,12.794105,265.77298,251.5863,8.640001,-65.45519,71.917725,80.63008,24.345089,14.699315,58.310234,1
"1586",1585,208,0.04229353,192506635,342792,360,2,6,342792,0.0015429906,2.8439527,0.007944002,10,69.93137,1164.6816,754821,8.127082,230.35132,216.16466,4.680001,829.2101,-156.15475,-194.0692,45.160294,40.682762,18.034624,342792,0.04075054,0.88072425,0.03387401,4.000017,58.164703,111.697235,2741,0.7810938,61.553722,47.367058,5.400001,-42.94599,5.503988,7.2604833,-19.739407,13.731757,11.123446,1
"1587",1586,208,0.023910034,192986325,342974,360,2,6,342974,0.013187651,15.487255,0.04001875,58.728645,63.384712,34539.13,2619051,237.82626,474.33252,460.14584,8.280002,1436.7566,267.3328,490.42755,272.86996,328.6945,160.49446,342974,0.010722383,7.029665,0.031665158,33.343754,64.610214,7115.931,663652,48.721027,360.64963,346.46298,7.920002,-782.2629,2.6453938,-165.57715,-42.317192,-92.79253,-82.320755,5
"1588",1587,208,0.026037097,192828476,343226,360,2,6,343226,0.00048772438,1.6400981,0.004543208,5.1653767,78.82304,387.34875,794196,2.5527482,151.08813,136.90147,5.040001,854.1046,22.543556,-238.83676,-23.933842,71.99011,31.739191,343226,0.025549373,1.582128,0.032288328,4.9998636,68.42783,360.45056,14108,2.2918584,145.90625,131.71959,5.400001,-111.81342,21.359936,6.0068293,-18.845972,-8.962393,17.818035,1
"1589",1588,208,0.03395194,192803360,343438,360,2,6,343438,0.0043324395,4.368993,0.01237675,11.1352005,105.383194,2748.6858,634443,14.332513,292.17593,277.98926,4.3200006,765.99664,-13.012441,-208.92558,-27.376413,8.694318,17.29978,343438,0.029619498,1.4576651,0.032392558,4.0000086,59.325577,305.96942,10330,2.1395283,134.10764,119.92097,4.680001,-88.84415,33.85589,-0.37287778,-26.48929,-15.483325,6.555171,1
"1590",1589,208,0.017179482,192826615,343644,360,2,6,343644,0.009409481,9.073503,0.019639615,29.985687,83.53631,11855.296,1259931,68.62705,397.41486,383.2282,5.040001,991.36475,490.70532,-38.135067,-131.70488,-73.08266,18.39686,343644,0.007770001,3.6353023,0.018453311,17.016958,71.20036,1903.0209,244919,12.274486,265.70294,251.51628,5.040001,-485.09232,-49.79558,54.38191,-12.280287,-28.20079,-36.308514,6
"1591",1590,208,0.018779442,193122090,343812,360,2,6,343812,0.012489278,14.052549,0.040265184,43.684013,62.93608,28436.275,2276855,197.46309,460.38278,446.19614,7.920002,1280.5133,372.3706,505.9908,294.18594,312.35605,172.93352,343812,0.0062901643,7.2065187,0.026990706,29.010727,65.16585,7478.4834,1188917,52.09558,364.0924,349.90576,8.280002,-1035.2527,-110.545044,-212.07256,-141.86418,-97.73796,-151.05527,5
"1592",1591,208,0.16666204,192652498,344059,360,2,6,344059,0.006583365,5.415413,0.01583454,16,86.55962,4223.0444,641472,24.158287,323.09512,308.90848,3.6000004,792.75995,48.06392,-69.45546,-26.121372,-31.050013,-0.19457707,344059,0.16007867,5.55184,0.061687108,23.875687,68.06553,4438.5015,27727,26.65095,326.6779,312.49124,5.040001,-110.09101,68.04529,70.20761,-37.56529,6.151034,12.657607,1
"1593",1592,208,0.056120954,231923563,344262,360,2,6,344262,0.00546584,4.6132383,0.014107763,13.983368,99.832184,3064.6035,560683,16.330164,300.0092,285.82254,4.3200006,720.99225,66.38729,-173.59277,-56.218285,-0.011190507,9.284968,344262,0.050655115,2.6828997,0.03832714,11,58.798546,1036.505,20462,7.1197057,221.9566,207.76994,3.2400002,-123.026085,64.32633,-0.0026194644,11.757219,-3.1372397,2.0319242,1
"1594",1593,208,0.037013393,191548708,344478,360,2,6,344478,0.00091156305,2.0812547,0.0063646934,9.999997,82.51625,623.7534,684268,3.881153,185.39107,171.2044,5.040001,803.25543,-51.031605,-174.70518,-10.138907,69.31693,19.77755,344478,0.03610183,3.305612,0.04407483,8.973021,62.782375,1573.4983,43585,10.472326,252.01082,237.82416,7.920002,-173.43846,76.2518,9.253629,-59.364826,-41.9442,27.333736,1
"1595",1594,208,0.08566776,192722058,344732,360,2,6,344732,0.00035456574,1.2937871,0.003944473,3.9999988,83.85344,241.03946,679816,1.5278192,116.93387,102.74721,4.680001,804.9105,-79.86448,-151.16156,9.087023,46.45913,14.993458,344732,0.08531319,4.109773,0.04951534,13.006835,83.603584,2432.1938,28509,13.3928585,283.36823,269.18158,3.6000004,-112.8784,112.99489,-4.1296754,18.256805,-14.711323,-0.7975638,1
"1596",1595,208,0.024719138,192594354,344973,360,2,6,344973,0.0004492065,1.4450655,0.0042501925,4.0786953,75.31942,300.70288,669409,2.0700867,132.85753,118.67087,5.040001,781.3077,-35.17807,-228.82271,-4.834348,66.60392,24.697672,344973,0.024269931,2.3925579,0.03190077,9,63.087036,824.30396,33964,5.5546856,205.46353,191.27687,3.9600005,-162.87364,77.42437,-10.245306,4.4424357,-22.188385,-0.55486804,1
"1597",1596,208,0.036868233,192510430,345185,360,2,6,345185,0.025868632,18.857857,0.052823126,69.19326,60.983803,51209.105,1979583,352.7355,502.751,488.56433,7.920002,1194.7683,364.8416,435.92877,280.22647,280.3238,143.70523,345185,0.010999601,8.388661,0.031418208,39.78514,64.99507,10133.229,921236,68.99937,386.1113,371.92462,7.560002,-919.99475,28.656797,-208.41878,-22.399067,-93.45029,-105.91627,5
"1598",1597,208,0.022087418,193178444,345377,360,2,6,345377,0.010634158,12.977859,0.040810876,42.468548,63.507248,24253.174,2280686,168.71797,448.5047,434.31802,8.640001,1250.0273,436.42294,483.8447,360.1085,315.0066,200.9641,345377,0.011453261,8.310769,0.03448452,28.508636,62.982513,9945.92,868392,69.31838,384.7047,370.51807,8.280002,-899.1072,-25.940544,-150.4797,-73.65028,-83.71409,-119.5947,5
"1599",1598,208,0.23436867,192771341,345716,360,2,6,345716,0.00540326,4.8180847,0.014425403,14.001029,99.4005,3342.8076,618665,17.853909,306.26547,292.07883,4.3200006,763.8149,41.534412,-171.12704,-27.96177,4.4671063,9.875967,345716,0.2289654,7.1774387,0.08345859,21.408485,53.77448,7418.25,32399,50.47527,363.56854,349.38187,9.360001,-36.349133,62.617382,135.14415,-18.27579,11.934048,31.594015,1
"1600",1599,208,0.03121394,192710610,345910,360,2,6,345910,0.017980961,17.389597,0.046746228,65.27472,61.658047,43545.32,2421746,302.40497,490.9073,476.7206,8.640001,1302.4897,473.16476,515.65814,293.7354,279.7534,165.5013,345910,0.013232977,9.28718,0.03642031,39.064995,62.63253,12420.247,938583,86.376434,400.7134,386.52676,8.280002,-931.8409,-12.616193,-184.67786,-61.784817,-61.58291,-126.33383,5
"1601",1600,208,0.01922984,192657505,346089,360,2,6,346089,0.008211787,10.860581,0.034921482,34.697617,64.06927,16985.121,2068383,118.578,423.13956,408.95288,8.280002,1227.8053,410.4691,416.0437,309.76343,262.01065,194.19637,346089,0.011018055,6.675786,0.032250173,30.483667,64.90094,6417.521,582455,43.735867,353.20676,339.0201,7.920002,-738.0585,5.4690504,-119.854675,-38.743332,-69.826256,-102.64115,5
